,CANDIDATE_REF_NUM,UNIVERSITY,EDUCATION,LANGUAGES,SKILLS
10,805785,Al-Balqa Applied University factually of engineering technology,Communication technologies engineering,"English,Arabic","EXCELLENT IN ACTIVE LEARNING AND LISTENING,EXCELLENT IN TIME MANAGEMENT SKILLS.,GREAT CONCENTRATION AND ATTENTION TO DETAILS.,HAVING THE ABILITY TO LEARN QUICKLY.,C, C++, Python.,MATLAB.,MULTISIM.,AutoCAD.,Photoshop.,Video editing.,Excel.,word.,PowerPoint."
11,784522,"American University of Beirut,Modern Montessori School",Marketing,"Arabic (Native),English (Native)","Tech Savvy,Active Listener,Customer Service,Data Analysis,Google Ads,Leadership,Problem Solving,Creative,Team Player,Basic Photo & Video Editing Skills"
12,827589,Amman Arab University,Marketing,"Arabic,English","Professional of computer (software),professional relationship building,The ability to work under pressure,Computer skills,Microsoft Office.Spreadsheets.Email communication.Marketing automation.Data visualization. Social media."
13,511275,"University of Petra,",Marketing,"Arabic,English","Time management,Collaboration,Persuasion,Attention to Details"
14,763775,Yarmouk University-Irbid,Translation,"Arabic,English-B2 ""very Good"",French-A1 ""beginner""","Teaching (English tracher),Excellent customer service skills,Ability to communicate at all levels and good human relation,Flexible work attitude,Team worker,Ability to determine customer needs and provide appropriate solution,Patient person,Energetic/dynamic and Enthusiastic,?Big experience by using AgentOne App,? high experience in using Zendesk App,high experience in dealing with different people of different nationality,Translation software: Aegisub, Memsourse,Office suite: Word, Excel, PowerPoint, SharePoint"
15,487639,Hashemite University,Financial Economics,"Arabic Mother Tongue,English - Very Good,Turkish-Moderate","A Self-motivated and a problem solver.,Able to be organized and multitask effectively.,Excellent in communication and interpersonal skills.,An ability to work well independently.,Works under pressure."
16,562239,Amity University,"Civil Engineering,Quantity Serving,computer applications","Arabic Excellent,English very good,German - B2","Computer skills Strong,Management work,Team work,Attention to Detail,MS-Office,Data Analysis,Customer service"
17,808971,Unknown,Management Information Systems,"Arabic: Mother tongue,English: Very Good (Reading, Writing, Speaking and listening).","Working with Microsoft Office products,Programming using Python,SQL (Database),Teamwork and social networking,Excellent communication skills,Able to work in a team and motivate others,Well-organized, self-confident"
18,783901,"Princess Sumaya University for Technology,",Electronic Marketing and Social Media,"Arabic,English","Advanced Microsoft Word, Power Point and Excel Knowledge, Experience using Adobe Photoshop, HTML 5"
19,861192,Princess Sumaya University for Technology,Social Media Marketing,Unknown,"Leadership,Team spirit,Self Motivated,Good Communication skills,Hard Worker,Ability to learn fast,Microsoft Utilities"
20,867063,Applied Sciences Private University,Translation,Unknown,"Customer service skill,Organization skill,Flexibilty skill,Problem solving skill,Communication skill"
21,863821,"Princess Sumaya University for Technology,,Al Jazeera School,",E-Marketing and social media,"Arabic Native Speake,English Excellent",Microsoft Windows WordPress Adobe Illustrator Adobe Photoshop
22,735498,Balqa Applied University,Banking and Financial Sciences,"اللغة الانجليزية,اللغة العربية",> communication skills - ju > > خبير - Teamwork خبير - sense of responsibility
23,439106,Al-Balqa Applied University,Computer Science,"Arabic : Mother Language,English : good (Reading, Writing, Speaking )","Computer skills,Team Work,Work Under Pressure,Communication Skills"
24,805086,University of Jordan,Business Economics,"English: Full Professional Proficiency,Arabic Native or Bilingual Proficiency","Communications skills,Works under pressure,Excellent time management.,Problem-solving abilities.,Ability to work in a team,Computer proficiency.,Collaboration talent."
25,860322,Al-Balqa Applied University,English language and literature,"Arabic,English","time management problem solving working under pressure teamwork,effective communication skills"
26,865771,University of Jordan -,Mechatronics Engineering,"Arabic,English","Sales expertise,Excellent,Lead,Generation,Excellent,Product and,service sales,Excellent,Business,networking,Very Good,Software,Matlab,Very Good,AutoCAD 3D,Excellent,Excellent,Excellent"
27,471957,Hashimate University,Unknown,"Average level in English, both writing and speaking,Fluent in Arabic, both writing and speaking","Computer skills (technically),Working with servers, VPN, and Virtual machines,Efficient both individually or within teams,Can use time productively,Ability to demonstrate courtesy and helpfulness in dealing with staff,Punctual"
28,784463,Al Albayt University,Computer Sicence,"ARABIC,ENGLISH","Debugging,HTML5,CSS3,JAVASCRIPT,BOOTSTRAP,SASS/SCSS,JQUERY,REACTJS,NODE JS,POSTGRESQL,MONGO DB,OPP,DATA STRUCTURE,GIT,GITHUB,AWS,LEADERSHIP,TEAMWORK,TIME MANAGMENT"
29,805848,Applied Science Private University,Marketing,"Arabic: Native Language.,English: Excellent.,Germany: A1, A2.","Teamwork.,Communication skills.,Microsoft (Word Doc, Excel, PPT).,Problem solving.,Time management.,Creativity and innovation."
30,490601,Al-Balqa Applied University,Agriculture Engineering Nutrition and food processing.,Unknown,"Self-motivated and able to motivate diverse groups.,Adaptability, Responsible and detail-oriented.,Excellent knowledge of CRM, UMP, STS, BSS and UNM"
31,805552,Al-Bayt University,Surveying Engineering,"ARABIC 100%,English 75%","Ability of using AutoCAD & Civil 3D software.,Using survey instruments (Total Station, Level, and GPS).,Ability of Calculation of Quantities and Reading of Engineering plans.,Microsoft Office(Excel, Word),Hard Working,Good communication with the team"
32,805945,YARMOUK UNIVERSITY,Finance,advanced level in English language,"high level of SEO skills.,logo designing skills.,content writing skills."
33,532804,"Honin Secondary School,Petra University","Information management/IT,Business Administration","Arabic: Native,English: secondary language, Good (speaking, writing, listening and reading)","Human Resources Managment,Computer Skills.,Accounting Skills.,High capability in communication, presentation skills and active teamwork.,Self motivated and hard working, having courage to solve problems.,Flexible and receptive to new situation.,Ability to work under pressure."
34,737053,middle east university,Bachelor of digital media,"Arabic: Native language -,English: Good speaking, writing and reading skills (Trying my best to enhance my skills) -",Unknown
35,805791,University of Al-Albit,Bachelors in finance and banking,Good in English language,"Prepares special financial reports by collecting, analyzing, and summarizing account information and trends.,Prepares payments by verifying documentation and requesting disbursements.,preparing and recommending policies and procedures.,Proven working experience as a loan officer,Familiarity with computers and banking applications/software,Solid understanding of lending products and practices,Excellent communication and interpersonal skills,Customer satisfaction orientation and sales competencies .,Ability to work in a goal-oriented environment ?,Ability to work under pressure,Very Good at computer skills; Windows, Microsoft Office, Internet and mail skills.,Self-motivated and hard worker, team player, willing to learn new skills, open minded and sociable."
36,806967,"AlZaytoonah University, Jordan",Marketing,"Arabic: Mother tongue,English: Good",Multitasking - Organizational Skills - Excellent communication skills Detail-oriented Microsoft Office? tools
37,861271,The University of Jordan,Business Administration,"Arabic (Mother tongue).,English (Good).","Excellent communication and managing relationships skills.,Multitasker.,Time management skills.,Quick learner.,Working under pressure and different environment.,Self-motivated & Critical Thinking.,Computer Skills & Microsoft Skills."
38,724658,"AL-Ahliyya Amman University,The University of Banking and Financial Sciences",Accounting,Unknown,"MS Office proficient and PMP knowledge,Training New Hire RM Sales Trainer,Keep up the sales growth and direct sales in person and over the phone even while migrating customers to use digital banking solutions,Building, leading, managing, and coaching a team,Resolve problems independently and bring in others as needed,Applies strong critical thinking and problem-solving skills,Enthusiastic, highly motivated with a strong work ethic and intense focus on results,Collaborates effectively to get things done, building and nurturing strong relationships,Displays passion, commitment, and drive to deliver an experience that improves clients financial lives,Confident in identifying solutions for new and existing clients based on their needs,Able to perform well in a fast-paced work environment,Responsible team leader with great communication to maintain customer satisfactorily,Implementation of workplace responsibility,Ergonomics and how to conduct different methods in the workplace for safer work-form operations"
39,714074,Al-Balqa Applied University,Accounting & information system,Unknown,"Precise,Practical, Social person Self Confidence.,Team work Ability to work under pressure."
40,750795,Middle East University,Marketing,"Arabic: Mother Language,English: good Enough",Microsoft windows Team Worker Work Under Pressure User Flows Process Flows
41,561977,MUTAH UNIVERSITY,MARKETING,"English,Arabic,Fluent in Arabic and have a good knowledge in English that can open conversations and leave a beautiful impression to clients","Tactful,Client presentations,Problem solving strength,Product promotions"
42,597308,"The University of Jordan,",Computer Information System,"Arabic,English","Hard work,Team work,Customer,Service"
43,736060,Yarmouk University,Political Science and Turkish Language,"English level B2,Turkish language level A2","Communication and persuasion skills.,Work under high pressure.,Dealing with clients directly.,Dealing with e-mail and social media sites.,Working with Office programs. and project presentation."
44,772817,Uinversity of Jordan,Business Administration,"Araibc,English","Communication skills,Computer skills,Hard working,Flexibility,Highly motivated to take on new ventures and ideas.,Willing to take any responsibility and ready to do any office or field work.,Team Player.,The ability to work under pressure.,Respond to supervisor"
45,564916,"Al-Balqa Applied University,Hashemite University,Royal College For Professional Technology",Airport Management,Unknown,"I have an eye for details and a background in events management.,I have experience in online and offline marketing administrative duties.,Experience in managing social media & Digital marketing.,Organized and can multi task and communicate well with suppliers.,Travel Agency basic functionality & central ticketing course (Amadeus system),Air fare ? reservation (Galileo system).,Communication skills.,Ability to work under pressure.,Self-motivated and able to work independently.,Organized and accuracy and good time management.,I have a valid driving license.,Work with team (team work).,Quick learning.,Advertising on Facebook & Instagram course Google Ads course."
46,807237,"Hashemite University,","Tourism Management,","Arabic (Native Language),English (Excellent).","Very good communication and interpersonal skills, having theability to speak and write clearly, accurately, and professionally.,Very good computer literacy and information technology skills, knowledge of Microsoft Office (word, Excel, PowerPoint), Good searching skills on the Internet.,Very good problem-solving skills, the ability to use reasoning andanalysis to solve difficult problems.,Good team work skills, the ability to work with others to achievesuccess.,Passionate and ambitious to learn and to improve my skills andknowledge in the professional field.,Patient and comfortable dealing with complaints.,Able to balance a customer-oriented and a results-driven approach."
47,862219,university of Petra.,accounting,"English good,Arabic","QuickBooks.,Time management.,Microsoft office.,account PayPal.,account receivable."
48,767568,"Queen Rania school,Luminus technical university college.",Human recourses management,"English,Arabic","Time management,Communication skills,Public speaking, also listener and Negotiator.,Microsoft office (word and Excel),Team Leadership,Agility to archive targets by working with team or by myself,Business management,Ability to work under pressure"
49,657641,Middle East University,Radio and Television,"Arabic: Native Language,English: Very Good","Fast learner,Self-Motivated,Dependable,Ability to adapt,Good communication skills,Team working,Positive,Ambitious,Time Management,Work Under Pressure"
50,412230,"Jordan university of science and technology,",electrical engineering/power and control,"Arabic,English","Communication skills. Team player. Strong organizational skills.,Intermediate MS office skills."
51,784446,"University Of Jordan, Amman, Jordan",Islamic Banking,"Arabic - Native,English - Professional","Efficiency Innovative Service-focused,Advising on existing products.,Manage and review revenue forecasts on a weekly or daily basis as required.,Oversee analysis and resolution of billing discrepancies.,Setting up handling terms for claims.,Providing contact centre support for new policies.,Align objectives and bridge communications with cross-functional teams.,Oversaw and charged various aspects of banks relashions.,Assessed customers post-sales needs with energetic follow-up.,Comply with all established budgets and delivery schedules for assignments.,Maintaining composure while handling challenging customer demands.,Trained to seek out new accounts and open new opportunities for potential financial advisement.,Maintained a position of trust and responsibility by keeping all customer business confidential.,Fulfilled deposits, withdrawals, transfers and account management with a friendly attitude and personal attention to the client themselves.,Strong decision maker,Complex problem solver"
52,584697,Princess Sumaya University for Technology,E-Marketing and Social Media,"Arabic,English","Microsoft Office,Communication Skills,Organization Skills,Research Skills,Ability to work independently or as a part of team.,Knowledge in Adobe Photoshop& Premiere pro,Work under pressure,Photography and Videography Skills.,Moderation Skills"
53,725893,jordan university of science and technology,Pharmacy,"arabic,English","Communication and negotiation skills,Time management,Research skills,Competitive Spirit,Interpersonal skills,Achieve sale goals,Able to communicate with customers from different socioeconomic backgrounds,Adaptability,Recommend appropriate products to meet,Self motivated"
54,678236,"The Hashemite University,",Accounting and Commercial Law,"Arabic Mother tongue.,English Very good.","Good communication skills - written and oral skills.,Excellent conceptual and analytical skills.,Effective interpersonal and leadership skills.,Creative Thinking, Productivity.,Analyzing Issues, Decision Making, Project Management."
55,871971,"University Of Jordan, Amman",Marketing,"Arabic,English","Communication Skills,Team Work and collaboration,Proficient in Microsoft office including Word, Excel and PowerPoint,Critical thinking and problem-solving skills,Emotional intelligence,Time management skills"
56,744743,Applied science university,finance and Banking,"English 75%,Arabic 100%","Customer Service,Ability to work under pressure,Tele sales,Management,Strong Team Leadership,Problem Solving,MS Office,Collaborative Teamwork,Relationship Building,Analytical thinking,Time management,Social Media Marketing,Market Research and Analysis,Driving License."
57,783798,"Al-albayt University - Jordan,Al-albayt University - Jordan,Mafraq sacndry School - Jordan","Economy Business & Finance,Economy Business & Finance","Arabic mother language,English: very good, Reading, writing and conversation","Analytical Skills,Leadership Skills,Self-motivated,Presentation Skills,Team Work,Creativity"
58,558651,"Yarmouk University,",Accounting,"English, Professional,Arabic, Fluent,English,Arabic","Leadership,Work under pressure,Multi-task person,Creative,Presenting skills,Teamwork,Controlling skills while giving,Training sessions,Time management and organizational skills,Microsoft Excel, Power Point,QuickBooks Software,Prepare the deals proposals and cooperations,Helping clients through email and phone for all needed details,Provide all necessary information and ideas to the clients,Communicating with factories and workshops and specifying our clients requests and demands,Ending the deals, Providing the ratios of the profit,Coordinate arrival dates for clients from abroad and set dates for the meetings with the Factories managers and owners,Ensure the completion of deals with clients and make sure they are satisfied,Contacting the interested factories and get all the data, catalogs, and samples,Helping and monitoring employees to complete the work accurately and professionally,Review employees work to provide reports to evaluate their performance,Support and provide superior service via phones, e-mails and faxes as a receiver and caller,Build customers interest in the services and products offered by the company,Assists the customer service representatives in addressing customer escalations and promoting a service oriented work environment,Ensure that all individual targets and KPIs (Key Performance Indicators) are consistently met or exceeded, and understanding the relevance and impact of those factors on the teams overall Performance,Act as knowledge support for the floor helping agents with the required information on various accounts,Provide on floor support as requested by the super customer representative or the team leader,Strong and proven research and writing skills,Excellent analytical skills,Statistical and analytical skills,Strong organizational and personal management skills,,Proven experience in data collation process, auto reports and documentations,Proven experience in establishing monitoring and evaluation systems, methodologies, and reportin"
59,568478,Jordan University of Science and Technology,Computer Engineering,"Arabic (native).,English (very good).","C#,C++,Python,ASP.NET . MVC,JS,jQuery,HTML,CSS,Bootstrap,SQL,ADO.NET,REST APIS,LINQ,Entity framework,OO principles,Agile development,QA"
60,799377,Zarqa university,Marketing,"English,Arabic","Computer skills: Internet surfing Microsoft office Video design,Personal skills: Promotion through e-marketing. Willing to learn and a fast learner. ? A team player. ? Hard working. ? Work under pressure"
61,750699,AL-Balqa,"B.Sc. in management information system,","Arabic: Mother language.,English: Second language","Microsoft office, Database, MySQL, Adobe Photoshop, Oracle, SPSS, CSS, (Java script, HTML), ATS and VISTA,Ability to learn, Attention to details, Creative, Problem solving, Communication skills, Work Ander pressure, Team work, Decision making"
62,862270,SAE university,"Digital Media,","Arabic,level:Native speaker,English,level:fluently","High communication skills.,Self-motivated,Dynamic,and leadership,Work under pressure,Team working,Computer and surfing internet skills,Managing all Adobe programs,Microsoft Office,CRM Software"
63,861729,Yarmouk University,Public Administration,"Arabic: Mother Language,English: Very Good","Excellent user of Microsoft windows (windows8, windows7, etc.).,Excellent in MS Office applications (Word, Excel, Power point, Access).,Excellent relationship building, open minded and fast learner.,Excellent Internet_ based searching.,Fast typing (English and Arabic).,Strong communication skills with impact and respect.,Coping with change, Empowering and building trust.,Problem solving, planning and organizational.,Coping with change, Empowering and building trust."
64,501674,Unknown,civil engineering,"Arabic - Mother tongue,English ? fluent,Italian junior -,Turkish - junior","Microsoft Word, Excel, power point and Outlook.,STAD,AutoCAD,prokon,primavera,safe,E-tabs"
65,803666,Unknown,Business: International Business Management,"Arabic,English: Full professional proficiency","Assist firm in formulating strategies to strengthen sales, boost brand awareness, enhance efficiency, and accomplish other business goals.,Follow-up with customers payments for provided service,Maintaining a positive, empathetic and professional attitude toward customers,Processing orders, forms, applications, and requests.,Makes connections with potential clients to create new business opportunities.,Microsoft word,Microsoft Excel,Microsoft PowerPoint"
66,873170,THE UNIVERSITY OF JORDAN,Unknown,Unknown,"Communication skills Research skills Organizational skills,Technical writing skills Computer skills (MS office) Ability to work within a team"
67,784881,Princess Sumaya University for Technology,E-marketing and Social Media,Unknown,"I can cope with any changes in the work environment, I can deliver an idea verbally or written in a way people can understand it, ability to work under pressure, I have different skills with using different programs of Microsoft Office. (Word, Excel, PowerPoint... etc.). Moreover, I love to learn more from everyone around me with new ideas."
68,483764,Arab university for Banking and Financial Sciences,Business Administration,"English,Full Professional Proficiency,Arabic,Native or Bilingual Proficiency","Social Active,Problem Solving,Motivation,Working Under Pressure,Team Player,Adapt Changing,Oral Communication,Efficient Researcher"
69,806166,Applied Science Private University,Pharmacy,"Arabic: Mother Language,English: Intermediate (IELTS 6.5)","Communication, Positive body language, Listening & understanding, Written communication, Good verbal language with clarity in speech.,Problem Solving, Adaptability and flexibility, Initiative, Resilience (in order to reassess when your first idea doesnt work).,Teamwork, Able to work well with others and convey my teamwork skills to hiring managers, recruiters, and prospective employers.,Research, Ability to find and evaluate useful information related to a specific topic. These skills include performing investigations, using critical analysis, and forming hypotheses or solutions to a particular issue.,Time Management,Conflict Analysis,Microsoft Office,Photoshop,Communication, Positive body language, Listening & understanding, Written communication, Good verbal language with clarity in speech. Problem Solving, Adaptability and flexibility, Initiative, Resilience (in order to reassess when your first idea doesnt work). Teamwork, Able to work well with others and convey my teamwork skills to hiring managers, recruiters, and prospective employers. Research, Ability to find and evaluate useful information related to a specific topic. These skills include performing investigations, using critical analysis, and forming hypotheses or solutions to a particular issue. Time Management. Conflict Analysis. Microsoft Office. Photoshop."
70,484331,University of Jordan,BSc Human Nutrition and Dietetics,"Arabic mother tongue. Native or Bilingual Proficiency,English. Full Professional Proficiency","Computer skills, MS office proficiency Critical thinking and creativity Team working and trust worthy Communication and negotiation Socializing and volunteering Nutrition education and counselling Menu development Nutritional needs assessment Weight management Clinical nutrition Driving license,Sports Nutrition"
71,872307,"Irbid national university,",business administration,"Arabic,English","Work under pressure,Teamwork,Time Management,Communication,Problem solving,Detail-oriented,Dedicated"
72,783253,Unknown,Unknown,"Arabic: ""Mother Language"",English: Good","Advanced sales strategies.,Negotiation skills.,Drive and determination."
73,806470,"GJU/SABE,FHWS University",Design and Visual Communications,Unknown,"Adobe Illustrator,Adobe Photoshop,Adobe Animate,Adobe After Effects,Adobe Premier,Microsoft PowerPoint,Mirosoft Word,Microsoft Excel"
74,800122,Irbid National University,B.A Degree in Accounting,"Arabic,English","Hard Working,Team Work,Social Media,Time management,Quick Books EXCEL Word PowerPoint"
75,805256,"The University of Jordan,Prince Sultan University",Translation,Unknown,"Content writing,Problem solving,Team management,Research,Administrative skills,Organization,Public speaking,Lecturing"
76,537666,University of Jordan,business,"HTML,CSS,JavaScript,Arabic [mother language; excellent writing and speaking],English [excellent writing and speaking]","Teamwork and leadership skills,presentation skills,active listening and communication skill,Microsoft office 365,Human resource management principle,Promoting awareness and understanding of the basics of professional work,English for the workplace,Basics of technical skills"
77,408942,Petra University,Marketing,"English,Arabic","Adobe Photoshop,Adobe premier,Adobe Illustrator,social media ads,Adobe aftereffects"
78,809116,"SAE institute Amman,SAE Institute Dubai",filmmaking,"Arabic - Native,English - intermediate (3 levels achieved)","photography,researching,creative thinking,Search Engine Optimization (SEO) and Search Engine Marketing (SEM),writing,directing,video editing,set designing"
79,806389,University Of PETRA,e- Business & Commerce,"Arabic: Fluent.,English: V. Good (Read, Write, Speak, Listen).","Internet.,Microsoft Office.,Several popular programming languages."
80,868005,"Yarmouk University,",Economics,"Arabic,English","Excellent Mathematical skills,Quick learner,High level of professionalism,Confident,Leadership capabilities,Team player,MS Office,EViews"
81,560268,"Petra University,,Al Ittihad School",Marketing,"Arabic: Fluent/Native,English: High level written and spoken","Build and maintain a strong, long-lasting client relationships,Develop new business with existing clients and/or identify areas of improvement to meet salesquotas,Prepare all clients marketing ideas and campaigns,Prepare branding materials such as roll ups, flyers etc...,Follow up with clients and prepare reports on account status.,Search the market for new potential clients from international markets by Using social media platforms,Send potential clients the available offers.,Manage the purchase orders and follow up with clients,Arrange the office transactions,Search the markets for new places to add on the website,Search for potential clients,Communicate with the potential clients to provide them with the new adverting service,Connect the sales team with the qualified clients,Follow up with the clients after they register for the service,Team worker.,Photoshop skills Problem solving.,Hard worker,Have strong interpersonal communication skills.,Valid driving license.,Own a car,MS Office"
82,784359,Al-Balqa Applied University,Accounting,"Arabic: Mother Tongue,English: Intermediate","Managerial & Cost Accounting,Financial Reporting,Communication,Multi-tasking,Team Building,Leadership Skills,Corporate Tax Accounting,Risk Management"
83,783763,Jordan University,Accounting and Management,Unknown,"Effective communication skills,In-depth knowledge of managerial accounting and cost accounting,Strong team player and ability to handle multiple tasks,Goal oriented and read to take initiatives,Ability to work in a target-based environment,Knowledge of basic operations systems like Microsoft Word, Excel, PowerPoint and research.,Strong knowledge of accounts payable and receivable, budgets, forecasting and payroll.,Skilled in maintaining and developing professional relationship with clients,Strong time management skills, independent self-starter with an entrepreneurial spirit,Answering all customer questions and resolving customer complaints and issues in a timely manner.,Brainstorm new and creative growth strategies."
84,732509,"Yarmouk University,Yarmouk University","industrial engineering,Industrial Engineering","English,Arabic","Creativity,Team Work,Leadership,Motivity,Autocad,Microsoft Office,Office,Sketch Up,Time management skills"
85,800144,Philadelphia University,Software Engineering,"Arabic Native language,English Good work proficiency","Good in Php, Java, MySQL, HTML, CSS, JavaScript, and C++.,Data Analysis,Problem solving and decision making skills,Excellent communication skills,Excellent in MS office ( Word, Excel and PowerPoint etc),Internet and Email application,Good in Computer Maintenance Software,Capable to work under pressure and meet deadlines as scheduled with quality of work.,Ability to lead, Motivates and inspire others as a committed with quality of work.,Quick learner and ability to absorb information quickly with little instructions.,Ability to work individually and as a team leader.,Friendly, Approachable, outgoing personality with positive outlook."
86,719630,AT AI - Balqa Applied University,Business Administration,"ARABIC (MOTHER TONGUE),ENGLISH (INTERMEDIATE)","- I COMPLETED THE KAYAN TRAINING PROGRAM AT SOHBAT AL-QAMAR SOCIETY CERTIFICATE WHICH HELD BETWEEN (JUL 30 - AUG 31, 2016) 90 TRAINING HOURS,- I FINISHED MY ENTREPRENEURIAL PROJECT AT INJAZ,- I HAVE AN ICDL CERTIFICATE,- I HAVE AN ADVANCED DEGREE IN DIGITAL MARKETING,- I HAVE AN TOT CERTIFICATE,?"
87,776509,The World Islamic Sciences & Education University,Business Administration,"Arabic - Native.,English-Good.","Computer Skills:- Microsoft Operating Systems Win 2000, XP & Win 7. Microsoft Office Ms Word, Ms Excel, Ms Power Point."
88,777463,JORDAN UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,"Arabic,English","Proficient in office applications (Word, Excel and power point).,Excellent knowledge in Web design, Internet & Outlook. .,A team player and a natural leader.,Ability to learn and work well with people from different cultures,Work well under stress and pressure.,Excellent Problem-Solving Skills,Excellent Communication Skills (Speaking and Listening),Professional Marketing Skills"
89,767072,Hashemite University -,Banking & Financial Sciences,"Arabic,English","Proficiency In All Areas Of Microsoft Office,Data Entry In Information Systems,Sales team support,Sales experience,Sales team development,Sales team leadership,Sales team recruitment,Motivator,Hard Worker,Fast Learner,Problem Solving,Time Management,Organizational Skills,Communication Skills"
90,753953,Petra university,Bachelor of Law,"Arabic: Mother Tongue,English: Good Command in Speaking, Reading and Writing","Person who has high aspiration for the future and seeking to find a position in a well-established place, obtain a challenging position where I can contribute to the organizations objective and goals while achieving professional experience, skills and education. A reliable person, Able to work on own initiative as well as part of a team, remaining adaptable and flexible in all situation and able to work under pressure.,Outgoing and easy to communicate with..."
91,437957,Yarmouk University,Computer Science,"Very good English skills,English,Arabic","Microsoft Office package: Microsoft Word, Excel and PowerPoint,Microsoft Power BI,Flexible to work in all conditions,Ability to work independently and with groups,Excellent ability to learn,Writing Skills,Took training courses PMP, leadership development, presentation skills, Telephone skills, ITIL 4 specialist customer service and IELTS by Tahaluf AL Emarat technical solutions company,Trained in Irbid Chamber of Commerce"
92,796195,university of Jordan,Finance,"Arabic,English","Fast Learner,Good Communication,Hard Worker,Computer skills"
93,806866,Mutah University,Marketing,"Arabic (Mother language),English (Excellent)",Time Management Eager to learn Hard Working Solving problems Communication Skills Team player
94,805496,"""AUL"" Arts Science and Technology University in Lebanon",Banking and Finance,"Arabic,English","Public Relations,Customer service,Sales experience,Good Listener,Strong communication skills,Excellent organizational skills,Building strong relationships,Critical Thinking,Negotiation"
95,529855,ZARQA UNIVERSITY,COMPUTER SCIENCE,Unknown,"Well understanding of OOP concepts.,HTML, Android, ASP.net, C#, SQL, PLSQL, MySQL,Communication skills and problem solving skills.,Documentation and presentation skills.,Self-motivated and learning."
