,CANDIDATE_REF_NUM,UNIVERSITY,EDUCATION,LANGUAGES,SKILLS
35,443542,Philadelphia University,accounting,Unknown,"General business knowledge,Advanced Excel ability,Leadership,Customer service orientation,Verbal and written communication,Organization and planning,Multi-tasking,Time Management,Handling pressure,Microsoft Office (Word, Excel, Outlook)"
36,537064,Unknown,accounting,"Arabic: Mother tongue,English Excellent","communication, interpersonal coordination, planning, organizing, problem solving, public relations and time management skills,Ability to work under pressure,Self-motivated and goal oriented personality,Flexible to different situations,Team work Skills,Problem solving and critical thinking"
37,722985,Princess Nora bint Abdul Rahman University,Accounting,"Arabic,English","Communication,Team work skills,Computer Skills: Word, PowerPoint, Excel.,SAP ERP,Xero,QuicBooks"
38,426026,"Petra University - Amman, Jordan",Accountancy,"Arabic,English","Strategic sales knowledge,Credit card processing,MS Office proficiency,Multi-line phone talent,Report preparation"
39,441354,Unknown,Bachelor of Accounting,English Language good and Arab is a very good,"Communication skills, and time management skills and Excellent interpersonal, negotiation skills. And presentation skills and solving a problems skills, and data entry skills, and The emotional intelligence skills, and Check of fake,The computer: Very good perfected computer programs Microsoft Office Word, Microsoft Office PowerPoint, Microsoft Office Ms excel, T24 system global Bank.,money skills"
40,568003,"University of Jordan,Qatr Alnada High School",finance,"English: Fluent,Arabic: Native","Proficient in using MS office, Spreadsheet, database and maintaining records.,Strong attention to detail with ability to prioritize and accomplish tasks within deadline.,Exceptional numerical and organizational skills.,Strong written and verbal communication & interpersonal skills."
41,442137,"Aisha Secondary School,University of Jordan",Accounting,Unknown,"Microsoft Windows, Microsoft Word, Microsoft Excel, Microsoft PowerPoint, Internet, Quick Books.,Self Motivated,Positive Attitude,Teamwork,Dependable,Work Under Pressure,Meet Deadlines,Customer Service Skills"
42,412500,"AL-Balqaa Applied University,",Accounting,Unknown,"Time management,Active learning,Teamwork,Communication skills,Microsoft Office,Attention to details,Work under pressure,Flexibility & Problem solving"
43,604062,"The Hashemite Uni, JO.",Bachelor of accounting & commercial law,"ARABIC - MOTHER TONGUE READING, SPEAKING & WRITING.,ENGLISH-GOOD READING, SPEAKING & WRITING.","Good knowledge of accounting concepts.,Operability and commitment.,Interest in numbers. Ability to learn quickly.,Ability to locate and solve problems. Effective communication and interpersonal skills.,Deal with Microsoft Word and Excel system."
44,431805,"Al zaytoonah university of Jordan,",Accounting in English,"Arabic: Mother tongue.,English: very good in both spoken and written.","Quick books,Microsoft Office (Word, PowerPoint, excel).,Fast Learning,Flexibility,Teamwork,Accurate,Good Communication skills,Ethical"
45,457746,"Yarmouk University,Safeyeh Secondary School",Computer Information System,"Arabic ""Mother Tongue"".,English (Very Good).","C++, C#, C# With OOP, JS ( JavaScript), HTML, CSS (Cascading Style Sheet), Typescript, OOP ( Object Oriented Programming), OOD( Object Oriented Diagrams), UML diagram, Nunit, IBM Rational Request Pro, IBM Rational Rose, PHP, SQL, MYSQL, MYSQLI, PL/SQL, Adobe flash, Adobe illustrator Cisco, Microsoft Word, Microsoft Excel, Microsoft PowerPoint, Microsoft project, Xampp, APPServ ,Oracle Developer Suite 10g, Visual studio 6.0,Sublime Text 3, Notepad, VMware, Word Press, AI (Artificial intelligence), Data Mining, Cyber Security, Analyze of Data, MVC (Model View Controller ) With C#, API Using C#, Bootstrap. ,"
46,582429,Al-Zaytoonah Amman University,FINANCE AND BANKING,"Aarbic,English","Highly-skilled in Computer systems.,Problem-solving,Time management,Management skills,Interpersonal skills,Administrative Human Resources,Python for Data Science and Al,General Human Resource,Customer Service/ Exams Administrator"
47,423682,"KING FAISAL UNIVERSITYINSTITUTE,GIRLS HIGHER TECHNICAL INSTITUTE","Bachelor Degree in business Administration,Diploma degree in Accounting","Arabic,English","Problem-solving,Team collaboration,Critical thinking,Data Analysis,Attention to detail,Creativity,Reliability,Communication,Leadership"
48,406374,"Petra Private University, Amman, Jordan",Administrative Sciences / Accounting,Native Arabic and Excellent English Languages,"Financial Statements,Finance Projects Analysis,Business Partners,Financial Performance,Business Development,Financial Models,Internal Audit,Ensure Compliance ERP,Oracle Products Business Units,Financial Management,Financial Systems,Resources Management,Time Management,Good written communication,Microsoft Excel,Microsoft Word,Ability to meet a constant stream of deadlines,Fraud Management,Distribution Course Certified By ""Alliance Human Performance Development"",ERP System,JCPA Course,Ability to work and co-operate with others (Team player),Ability to work under pressure"
49,528259,Philadelphia University,Accounting,"English,Arabic","Working under pressure and learn fast.,Focused and hardworking.,Punctual and trustworthy.,Meticulous and organized.,Friendly and enthusiastic.,Microsoft Office: Good,Computer & Internet: Good"
50,414244,The University of Jordan - School of Business - Amman,Accounting,"Arabic(native),English (good read, written and spoken)","Prepare all journal entries Through SAP system.,Plan and record variable costs (e.g. purchases of raw material and operations costs).,Analyze any changes in goods or services provided in order to determine what effect it has on the cost.,Develop and maintain accurate product costs.,Communicate variances and cost explanations to Management Team.,Reconciled bank accounts to the general ledger.,Recorded the acquisition, sale and depreciation of fixed assets.,Reconciled and analyzed all fixed asset and prepaid general ledger accounts, and prepared required expense.,Calculated monthly sales tax.,Performed monthly reconciliations of all bank accounts, including reconciliation of deposits with accounts.,Provided support to internal and external auditors.,Responsible for AR, AP, Deposits, Bank Recs, and all General Ledger Activities.,SAP Skills,Corporate, portfolio, Derivatives finance,Standard IFRS and GAP,Income and sales tax knowledge,Excellent mathematics and accounting knowledge and skills,Organized professional multitasking effectively and without errors,Excellent Communication skill to present points precisely and clearly.,Excellent problem-solving ability and analytic skill to solve the problem efficiently.,Excellent team player and have excellent interaction skill to Coordinate and work within team,Excellent deliver output in less time without losing efficiency.,Office Applications (Word, Excel, PowerPoint)"
51,602463,Al-Balqa,Accounting,"Arabic: Native Language,English: Very Good","Preparing of financial statement according with IFRS,Using QuickBooks & SAP,Excel Advance,Monitoring the actual result and compare them with the estimated budget then explain the reason for the deviation,Analyzing the financial statement and calculate financial ratios and compare them with the ratio of previous years,Calculating tax payable to each individual and companies according to the tax low 2019-2020,Making accounting entries and accounting guidance for expenditures, inventory work and applying generally accepted accounting polices,Calculating the production cost of all products and processes of the company"
52,461189,Al albayt unvirsety,Finance and banking information systems,"Arabic,English","Html5,Sqlserver,programming language c#,Microsoft office programs,Visual strduio,Asp.Net,Oracel"
53,404517,Hashemite University,accounting,"Arabic: Mother tongue.,English: Very good in speaking and writing.","Problem solving capabilities.,Communication skills (written and verbal),Organizational skills, knowledgeable in goal-sitting practices,Ability to meet deadlines"
54,484649,Balqaa Applied University,Civil engineering,English,"Good problem-solving skills,The ability to pay close attention to detail,The ability to work well as a part of team,Familiarity with computers and software programs"
55,603852,The Hashemite University,Accounting and Commercial Law,"English, Arabic","Excellent communication and social skills.,Able to work as a team member to deal with different minds and categories in multinational environment."
56,421277,Tafila Technical University-TTU,Accounting,"Arabic,English","Leadership,Communication skills,Strategic planning,Good speaker,Business process improvement,Works under pressure,Skilled in Microsoft Office Programs (Word, PowerPoint, Excel)"
57,460988,Yarmouk University,Accounting and Management,"ARABIC Native Language,ENGLISH Very Good","Quick Learner,Teamwork Skills,Good Organization,Problem Solving,Microsoft Office,Able to understand standard accounting entries.,Able to work under pressure.,Able to adapt in the work enviroment.,Attention to detail.,Good behavior in difficult situations.,Self motivation for learning and time management."
58,476214,(Al-Balqa Applied University),B.Sc. degree in Accounting (ACC),"Arabic: 100%,English: 85%","self-learner,Good knowledge in Internet Websites.,Team player & able to work under pressures.,Good commands of English & Arabic.,Good communication,Creativity and Innovate"
59,575203,AL-Hashemia University,Banking & Finance Science,"Arabic: Mother tongue,English: V. Good (Speak, read and writing)","Team working,Communication and interpersonal,Work under pressure,+Computer skill (desktop application, office & internet ...)."
60,425339,"Amman Arab University,Al-Zaytoonah University","Finance,Finance","Arabic,English","ACCOUNTANCY,ACCOUNTS RECEIVABLE,CONTENT MANAGEMENT,CREDIT,MARKETING,PURCHASING,SHIPPING,WRITING,purchase accounting,petty cash,reconciliation,accounting,payments,tally,microsoft powerpoint,payroll,teamwork,mba finance,planning,sales tax,team management,order,analysis,auditing"
61,405792,University of Jordan,Risk Management & Insurance,"ARABIC,ENGLISH","Communication Skills,Time Management,Work Under Pressure,Flexibility,Creativity,Computer Skills"
62,468115,"The University of Jordan -,AlManar Secondary School",B.A in Management Information Systems,"English - Excellent in Reading, Writing, and Speaking.,Arabic - Native Language","Proficient in Microsoft office applications,Teamwork,Confident and responsible,Service focused,Self Motivated,The ability to work under pressure,Time Management,Planning and strategic thinking,Data performance and Analysis"
63,444025,"Academia de Studii Economic,,Princess Sumaya University for Technology,,De La Salle Frere,","international business management,Accounting","Arabic:,English:,French:,Romanian:","Excellent communication, adaptability, and collaboration skills.,Advanced problem solving, numeracy skills and working under pressure.,Proficiency in negotiation skills and building positive relationships.,Proficiency in dealing with CRM programs."
64,602481,"University of Jordan,Amman",Accounting,"Arabic: Mother tongue,English: Good read, written and spoken",I have the ability to work under pressure and convince the clients through a few words and a good follow up as well; furthermore I can put the plan that it could help us in the market with any situation.
65,528013,The Hashemite University,Accounting,"Arabic,English","Time management,Communication.,Perseverance and motivation,bank reconciliation,Problem solving"
66,422330,Al-Balqa Applied,Banking and Financial Sciences,"Arabic (Mother Language),Good command of English (reading, writing, and speaking)","Being active, social, reliable, hard working and trustworthy, I welcome challenges and enjoy working alone as well as teamwork,Microsoft Office Excellent & Internet and E-mail Knowledge.,Computer Driving Skills .,Microsoft Office Package (MS Word, MS Excel, MS PowerPoint ...).,Printing in English and Arabic,Soft skills certification from Darb 1 summer training program,Contact with people and dealers.,Listen to people with focus skill.,Time Management .,Work under pressure.,Convince the customer of loyalty products,Handing a high volume of in-bound calls and greet customers in a courteous and professional manner.,Assess and evaluate customer concerns and resolve their problems in an efficient and timely manner.,Provide product and service information to our customers.,Promote products and services by understanding customer needs and interest and providing them with the right offers that match those needs.,Troubleshoot service equipment issues,Adhere to, and fulfill, individual and team Performance Metrics."
67,438346,"Al Albayt University,",Accounting,"English,Arabic","I can work on all Microsoft Office programs, windows and the Internet,Capable of communicating complex information to individuals and groups,Able to give and receive instructions and maintain active listening in times of stress,Excellent Communication Skills,Process improvements"
68,569051,Hashemite University,Management Information System,Unknown,"Able to work under pressure and meet deadlines.,Able to work alone as well as within a team.,Good communication skills.,Computer skills: Microsoft office (Excel, Word and PPT)."
69,423491,University of Jerash,Accounting,"Arabic, English","Accounting,Using a computer,Microsoft Office,Writing reports"
70,444853,Al- Balqaa Applied University / Amman College,Accounting,"Arabic (Native).,English (Good).","Establishing employees database.,Processing payments and refunds.,Preparing Salaries and Benefits reports.,Preparing, verifying, and processing invoices.,Receving and supplying spare parts and goods to the technician,Preparing yearly Stock taking.,Purchasing local inquiries .,Very Good experience in Quick Books Accounting program .,Teamwork.,Communication.,High performance.,Decision maker.,Organizing.,Ability to initiate and manage new financial systems.,Great experience in Microsoft office programs which gives me great experience in Data Entry field."
71,485583,balqa applied universty,bussines administration,"Good at English language writing, reading and pronunciation","sales,problem solving,team building,Collaborate and work as a team,work under pressure,Good computer skills on Word, Excel and e-mail applications,spss"
72,484961,جامعه ال البيت,إدارة أعمال,Unknown,Unknown
73,530602,Hashemite University,Accounting,"Arabic: mother tongue.,English: very good writing, speaking and reading.","Good command of using internet and computer programs as word excel, power point...etc.,Capable to work with team.,Work under stress of work.,Good communication skills.,Taking part in social activities."
74,445949,Al al-Bayt University/Jordan,B.Sc. in Finance and Banking,"Arabic: Mother tongue,English: good","Skills in mathematics and technology ?The ability to calculate and deal with numbers ? Communication skills with different groups of people ? Mental skills and analytical skills ? Follow up the latest global developments, specifically financial matters ? Promptitude ? Attention to the last detail Accuracy of observation sense of responsibility ? Problem-solving skills and dealing with difficult situations ?Work under pressure ? Teamwork ? Good knowledge of computer skills, specifically familiarity with Excel program ?Ability to learn quickly"
75,530669,Al-balqa Applied University,Accounting,Arabic fluent /English middle,"Self-learning and self-starter.,Great time management with respect to meet deadlines,High and stable performance under pressure.,Problem solving and finding root causes problems,Switching challenges and obstacles to opportunities.,Ability to work individually or in teams.,Communication and relationship building skills.,Computer Skills: Microsoft office (Excel, Word, PowerPoint)."
76,407534,Zarqa University,Business Administration,Unknown,"Preparing financial statements,Financial assistance,Financial reviews,Financial research,Financial reports,Financial record keeping,Understanding of financial reporting,Financial document review,Financial report analysis"
77,531047,AIBIqaa Applied University - Amman,Accounting,"Excellent in Arabic (Reading, Writing, speaking),Very good in English (Reading Writing speaking)","ERP System Oracle,JDE Edwards,Outlook,Microsoft Office"
78,410481,Unknown,Accounting,"English,Arabic","MS-Office,Accounting,Software,IFRS,Advanced,Excel,HR,Software,Prepare tax returns, payments, necessary paperwork, and reports.,Assess and research difficult tax issues to identify solutions.,Manage and maintain the companys tax database.,Determine tax savings and recommend strategies to improve profits.,Head of internal auditing dept. for some companies who reviews and controls financial and administrative practices and procedures follow up and match inventory Creating excel files for depreciation of corporate assets. high experience in accounting software such as (ERP, Oracle, Stallion and GFMIS)"
79,500128,University Of Jordan.,Business Economic,Unknown,"Organization and attention to detail.,Communication skills.,Time management."
80,412253,"Al-Balqa Applied University,Al-Balqa Applied University,Ahmad Toukan - Secondary School","Accounting,B.A. in Accounting Information Systems","Arabic: excellent; speaking, reading, and writing.,English: very good; speaking, reading, and writing.","Communication skills,Accounting skills,Analytical thinking,Effective interpersonal,Problem solving,Technical skills,Critical thinking,Smart work,Team work"
81,407157,Zarqa Private University,Accounting,"Arabic,English","BSTC (Nissan) Jordan,Senior Account Receivable Accountant.,Monitoring AR accounts through periodic reconciliations and follow-up.,Responsible for the bill safe, receiving new transactions, registering them,,Reschedule Promissory notes or AR accounts, calculate interest or,Create new or update approved customers,Record received transfers from customers via wire transfers or in any other,Record car insurance bills, and prepare periodic reconciliation.,Review and analyze client accounts to ensure outstanding balances,Prepare monthly closing AR Reports such as aging report, analysis AR,Acknowledge in Microsoft,Office (Word, Excel),Experience in the,Accounting softwares,Microsoft Dynamics GP,NetSuite oracle.,DAR3 oracle ERP system.,Provide support for collection department regarding due invoices,,Prepare certain financial reports and explain variances to support,Release car mortgage applications on cars via gathering all needed information.,Follow up on service contracts and provisions and tracking all of type of,Provide appropriate accounting information to customers when needed.,Conduct needed analysis to offer recommendations on risk mitigation,Assist in managing late, watch list, doubtful, bad customers, and legal cases.,Responsible for the oversight of daily invoicing and billing processes,Participate in year-end stock count committee.,Dar Al Zahrawi Medical Co.,General Accountant,Preparing financial analyses and reports.,Preparing revenue projections and forecasting expenditure.,Assisting with preparing and monitoring budgets.,Maintaining and reconciling balance sheet and general ledger accounts.,Investigating and resolving audit findings, account discrepancies, and issues of,Generate weekly, monthly aging reports,Maintain accounts receivable customer files and records.,Prepare Provision for bad & Doubtful Debt.,Follow established procedures for processing receipts, cash etc.,Maintain up-to-date billing system.,Carry out billing, collection and reporting activities"
82,423095,"Yarmouk University,,Model School",Accounting,"Arabic:,English:","Ambitious, hard working with eagerness to learn.,Excellent ability to work under pressure and various circumstances.,Very good communication skills.,Reading skills.,IT Skills."
83,569189,HASHEMITE UN.,BECLOE IN ACCOUNTING AND COMMERCIAL LAW,Unknown,ADMINISTRATIVE SKILLS
84,505126,Applied Science Private University -,Finance and Banking Management,Unknown,"Inbound call management,Problem resolution,Team player,Microsoft Office,problem solver,Time Management"
