,CANDIDATE_REF_NUM,UNIVERSITY,EDUCATION,LANGUAGES,SKILLS
10,530005,Al-Balqa applied universty - Faculty of Engineering,Computer systems and Network Engineering,"Arabic,English","Rapid learning,Working under pressure,Analytical thinking,Comunicaiton skills,Team Work,Case handling,Maintain Customer satisfaction,Working and concentrating under huge pressure,Communication skills,Work documentations,Analytic thinking,Give training to new hires,Mentoring new team members,Troubleshooting Cisco networks and isolating problems from switching side.,Troubleshooting and knowledge in all kinds of Cisco catalyst switches for connectivity, cpu, hardware and other software issues like system upgrades.,Troubleshooting and understanding different protocols like DHCP / ICMP / HSRP / ARP/STP and ability to understand new protocols or technologies.,Troubleshooting and knowledge virtual systems (vss, stack wise virtual) and stacking systems.,Collaboration with different technical teams in order to resolve issues.,The ability to deal with all kinds of networks from the most complex to the most simple ones.,Recreating customers issues in labs,Dealing with Technical escalations."
11,404344,Al-Zaytoonah University,Software Engineering,"Arabic: Mother Language,English: Very Good","? Good interpersonal and communication skills,? Hardworking and an effective team member,Fast learner and creative,Excellent analytical & problem solving skills,Good understanding of software engineering and applications development lifecycle,? Fast Typing in both Arabic & English Languages,Administrates & support Microsoft office tools,Handles end users trouble requests efficiently,Handles system performance tuning,Troubleshoots any reports problems,Keeps inventory of hardware and maintenance records,Oversees computer security and anti-virus updates, GPO etc....,Prepares and maintains new PCs, Laptops, and servers requirements,Handles end users trouble requests efficiently,Handles system performance tuning,Troubleshoots any reports problems,Prepares and maintains new PCs, and Laptops requirements,Maintain Printers and data shows,Provide Tier I support,Activation of IT in those schools and using the TI inspire calculator & interactive Board"
12,805121,"Art, Science & Computer Technology (AUL)",Science in computer communication,"Excellent command of written and communication in Arabic,Excellent command of written and communication in English","Cisco (CCNA V4.0).,PC maintenance.,ICDL.,C++ programming Language.,Structure Query language (Oracle Database 2008).,Designing LAN & WAN.,Configuration of Networking.,Wireless and mobile communication.,Repairing and renewing boards.,PLC programming."
13,694877,Al-Ahliyya Amman University,NETWORKING AND INFORMATION SECURITY,"Arabic Native,English: Good","Skilled Networks & Information Security fresh graduate with strong interpersonal communication ability. and extensive knowledge in IT fields specially in Cybersecurity field,Windows Server 2016-Domain controller (Active directory),experienced with the OS (Kali Linux),experienced with the OS (Windows),EVE - The Emulated Virtual Environment,Experienced with Network Simulation Software (Cisco Packet Tracer),Experienced with the Virtualization Software (Virtual Box & VMware).,Oracle SQL Developer,HTML-CSS-JavaScript web Design,knowledge and understanding of networking configurationand and Network services protocols.,Object-oriented programming (oop),Experienced in network security tools in kali linux.,Experienced Scanning Tools (Nmap, Mega Ping, NetScan Tools Pro),Experienced Proxy Tools (CyberGhost, Proxy Switcher) .,Experienced in Sophos xg firewall, Sophos AV."
14,483886,"Yarmouk University,Al-Hussien Technology University (HTU),","Communication Engineering,Wireless Communication Engineering",Unknown,"Time Management,Team Collaboration,Scheduling,Troubleshooting,Anlytical Thinking"
15,697190,Pioneer Educational School,English Translation,"Arabic,English,Arabic (Mother tongue).,Excellent English communication skills, writing, reading and speaking.,Turkish, Fair.","Excellent oral and written communication skills.,Ability to multi-task and work within strict deadlines, ability to work effectively alone and within a team environment.,Superior analytical and problem solving skills, business acumen, and a solid appreciation of business risk.,Strong numerical aptitude with a keen attention to details.,Proficiency in MS-Office suite, ability to adapt to new software, Very good knowledge of internet explorer and internet."
16,796694,Hashemite University,Computer Engineering,"Arabic,English","Cisco UCS Servers,Technical Support Skills,Packet Tracer,Microsoft Office,Documentation Writing,Email Writing,Online Research,Technical Translation,Framer,Photoshop and Designing,Leadership qualities and decision making skills,Team worker and enjoys working with people,Excellent communication skills,Problem-solving,Creativity"
17,707869,Yarmouk University,Communication Engineering,"Arabic,English","Communication skills,Problem Solver,Time management,Statistical Analysis,C++,Arduino,Matlab,HTML,CSS,JavaScript,Wordpress"
18,809135,Al-Balqa Applied University (BAU),Computer Science,"English,Arabic","Good in dealing with Linux commands.,Very good understanding of network concepts.,Have good knowledge in CCNA and CCNA security.,Good in Python programming.,Very good in programming skills and Object-Oriented Programming.,Web pages design in HTML, CSS, JAVASCRIPT, PHP.,Problem solving.,Quick learner.,Team working."
19,792646,World Islamic Sciences and Education University,FINANCE AND BANKING,"Arabic,English-","CRM Microsoft office Problem solving Ability of transforming Data into Information Critical thinking attentive to details I have a good knowledge in letters of guarantee,Microsoft office skills,Microsoft Excel:,Microsoft Word:,Microsoft Powerpoint:"
20,676092,Al-balqa Applied University,communication Engineering,Unknown,AUTOCAD Packet tracer Data report
21,806460,"BALQA APPLIED UNIVERSITY,HASSAN KAYED SCHOOL,Princess Sumaya University,Amman College for Engineering Technology,Princess Sumaya University",Computer and Network Engineering,"Arabic,English,Turkish","Teamwork,Linux,responsibility,Office,Network Administration,Work under pressure,fast learner,skilled at network configuration, technical solution development and technical infrastructure migration."
22,411733,"YARMOUK UNIVERSITY,AL HUSSEIN TECHNICAL UNIVERSITY",Telecommunication Engineering,Unknown,"Time Management,Communication Skills,Self-Motivation,Self-Taught,High Frequency Structures Simulator (HFSS) Software,Numerical Electromagnetic Code (NEC) Software"
23,531212,Al-Balaqa Applied University,COMPUTER INFORMATION SYSTEMS,Unknown,Unknown
24,775502,"Isra university, Jordan",Software Engineering,"Arabic,English","Documentation,Communications skills,Team Support Skills,Effective interpersonal skills"
25,696896,"Al Balqa Applied University,",Surveying and Geomatics Engineering,"Arabic: Native language,English: Advanced","Client support,Team supervision,Cash management,Diplomatic leadership,Customer care,Stock management"
26,800016,The University of Jordan,Electrical Engineering,"Arabic Mother language,English Good","Maintenance and repairing of electrical installations and machines, planning and installing of different machines.,Maintenance and repairing of electrical installations and machines, planning and installing of different. machines.,General maintenance repairing and installation of electric gadgets."
27,801617,"Al-Balqa Applied University \ Al Huson University College,",Communication and Software Engineering,"Arabic,English","Beam Design Excellent,background of computer softwares (MSOffice).,Good communication skills.,Ability to cooperate and work with team."
28,671981,AL-Hussein Bin Talal,Bachelor of communication engineering,"Arabic,English","Problem solving,Communication,Computer Skills,Data Analysis"
29,419778,The Hashemite University,Computer Information Systems,"Arabic,English","Problem solving,Troubleshooting,CISCO Systems products,Unified computing systems,CCNA,Routing,Network Fundementals,CISCO IOS,A+,Switching"
30,796609,Al-balqa Applied University -,Supply Chain Management,"Arabic - Native,English - Intermediate","Alpha Customer Service System,Alpha Warehouse System,Alpha Procurement System,Microsoft Word,Microsoft Excel,Microsoft Access,Report preparation,Complaint resolution,Sales expertise,Order Fulfillment,Warehousing functions,Shipping procedures understanding,Customer service and support,Excellent verbal communication skills,Team collaboration,Time management skills,Creative mindset"
31,792222,"Engineering college, Jerash University, Jordan,Baqa Secondary School, Ain Al-basha, Jordan",Communication and Electronic Engineering,"Arabic,English","Microsoft Office Word, Excel, Power Point: Advanced,Multisim & MATLAB: Advanced"
32,800112,"Yarmouk University,",communication engineering,"Arabic: Native language,English: Very good in writing, reading and speaking","Highly organized and efficient,Ability to work independently or as part of a team,Excellent problem solving skills,Computer skills, Microsoft office,CCNA course"
33,689239,The Hasheimte University,Electrical Engineering,"Arabic: Mother Tongue,English: Very Good","CCNA,Multisim,Microsoft Office,Electrical wiring work experience,AutoCAD,MATLAB,Sketchup,PLC,C++,PV syst,Excellent Communication skills,Hardworking,Leadership qualities,Time management,work under pressure"
34,423177,"AL-BALQA APPLIED UNIVERSITY,AL-ZARQA UNIVERSITIES SCHOOLS",Telecommunication Engineer,"Arabic native language,English: Very good in writing, listening and speaking","Excellent in software: MATLAB, AutoCAD and GIS.,Exceptional communication and networking skills.,Excellent on MS Office and Operating system (Windows and linux).,Successful working in a team environment, as well as independently.,The ability to work under pressure and multi-task.,The ability to follow instructions and deliver quality result.,Give private lessons in mathematics.,Software Development (C++)."
35,612696,Unknown,Telecommunications Engineering,"Arabic,English,Chinese (Beginner)","Troubleshooting 2G, 3G, 4G, 5G Architecture Optical Fibers,Linux Python Big Data Tools MATLAB Multisim MS Tools"
36,754844,jadara University,software engineering,"Arabic,English","c#,java,Microsoft office network,C++"
37,407823,University-jordan,Engineering of Communication and Electronic,Native Arabic and Fluent English (Spoken & Written).,"The OSI & TCP/IP models, Frame Relay, MPLS.,Cisco router and switch.,IP Addressing, subnetting, Acls, VLAN, NAT, PAT, AAA services.,Network connectivity troubleshooting ping, tracert, telnet.,TCP/IP Protocol: DNS, SMTP, DHCP, HTTP, FTP,SNMP, TCP, UDP,IP, ARP, ICMP, SIP, RTP,STP.,Routing protocol: RIP v1/v2, IGRP,EIGRP, BGP, OSPF.,Wirshark, GNS3, Packet Tracer, troubleshooting Microsoft Office (outlook, excel, word).,Security Firewall (stateful FW, stateless FW, NGFW),DMZ, IPM, IDM, VRRP, HSPR, GLBP.,F-Secure end point security solution.,VPN IPSec, SSL, L2tp, PPTP .,Wifi technologies.802.11/WLAN technology.,Voice Over IP (VoIP) Technology.,CCTV System.,UCaas Technology.,Active Directory.,Cisco ISE.,Technical knowledge in the network area of working (Radio/IPRAN, 2G/3G/4G and 5G.,Analytics and Troubleshooting.,ManageEngine: Opmanager, Netflow analyzer, firewall analyzer.,Native Arabic and Fluent English (Spoken & Written).,Good communication skills.,Team work oriented,Ability to work under pressure.,Self-learning skills,Familiar with all computerized system and prepare computer."
38,796921,"DePaul University - Chicago, IL","Telecommunication Systems,Computer Engineering",Unknown,"Helpdesk Support, Infrastructure Support & Project Management.,Problem Solving, Multitasking, Time Management, Teamwork & Decision Making.,Microsoft (Office 95 - 2019, Office 365, Windows 95 - 10, Windows Server 2008 - 2019, Exchange 2010 - 2016 on premise, Exchange Online & Intune), VMware vCenter/vSphere Hypervisor (ESXI) 5.5-6.5, Dell (PowerEdge servers, Compellent/EqualLogic/PowerVault storages, PowerVault tape libraries, desktops/laptops/workstations/thin clients, Firewalls, APs, APs controllers, switches & Brocade SAN switches), HP (ProLiant servers, desktops/laptops/workstations & printers), NetApp (Servers & Storages), Fujitsu Servers, Symantec (Endpoint Protection, Messaging Gateway, Mail Security for MS Exchange, Backup Exec, NetBackup & DLO), Cisco (Servers, Switches, routers, APs, APs controllers, Jabber, Call Manager, Unity Voicemail, AnyConnect, WebEx & Telepresence), Blue Coat (PacketShaper, WAN optimizer & ProxySG), Supermicro servers, Synology storages, Avira enterprise security, APC UPSS, OKI MFPs/PaperCut enterprise, mobile phones (Android & iOS), Zebra printers, Oracle applications, Workday, Samanage, Service Now (SNOW), Data center design & management, ICE, LAN, WAN, TCP/IP, NAT, DNS, DHCP, DAS, SAN, NAS, iSCSI, FC, FCoE, SNMP & SSH."
39,787885,Al Al Bayt University,Computer Science,Unknown,"Microsoft Office (Word, PowerPoint, Excel, Access, Outlook),Handle the organization development function and team.,Co-ordinate interviews of potential applicants,Updating internal HR databases,Developing and implementing policies on issues like working conditions, performance management, equal opportunities, disciplinary procedures and absence management,Ensure team members provide the company a professional attention and personal recognition.,Monitor the daily time attendance, prepare monthly reports, coordinate deductions and warnings.,All secretarial and office work.,Graduation project audio system for the blind,International Computer Leadership."
40,799377,Zarqa university,Marketing,"English,Arabic","Computer skills: Internet surfing Microsoft office Video design,Personal skills: Promotion through e-marketing. Willing to learn and a fast learner. ? A team player. ? Hard working. ? Work under pressure"
41,555313,Al Balqaa Applied University Jordan,Computer engineering,"English,Arabic","Good computer skills,Effective communication skills,Problem solving skills,Hard working,Communicative,Punctuality,Creativity"
42,529423,Isra University,Computer Networks,"Arabic: Native,English: V.Good","Excellent Command of Computer Microsoft: (Word PowerPoint, Excel) Packet tracer Visual Studio Team work Hardworking Interpersonal skills Outside of the box thinker Work well under pressure Aruba Wifi Network Routing and switching,Solve customer problem GPON Network Troubleshooting Install customers CPEs"
43,545478,"AL-QUDS UNIVERSITY,ARAB ACADEMY FOR SCIENCE, TECHNOLOGY AND MARITIME TRANSPORT","BUSINESS ADMINISTRATION,MANAGEMENT INFORMATION SYSTEMS (MIS)","English,Arabic","Administration and Facility Management,Project Management,Excellent working knowledge of ERP solutions,Excellent working knowledge of MS office,Good oral and written communication skills"
44,797574,"Kocaeli University, Kocaeli, Turkey,,Cukurova University, Adana, Turkey,","Electrical Engineering,Management and Organization",English,"Technical knowledge of Networks technology (2G, 3G,4G and 5G) experience;,Process definition and deployment was done for Turk Telekom Operations, which include procedure/work instruction between customer and Nokia team.,Weekly, monthly meeting with customer for the achievement & Project status discussion,Developing Team Members Technical Knowledge by online/class room Trainings,Risk Management,Stakeholder Management,Network,Operation,RF & Planning,Supporting,Fields,Network,Support,Network,Component,SRAN,5G,NOKIA,Nokia NetAct OSS,Nokia OMS,Nokia BTS Site Manager,Nokia MSS,Excel Macro,C#,SQL,Python,Linux,HUAWEI,Huawei M2000, OSS,Huawei U2000, MSS,Huawei U2000_IPRAN,Local Maintenance Manager CME,Unix,SLA/KPI,BSS,OSS,Core software applications"
45,577820,Al-Balqa Applied University,Network and Computer Engineering,Unknown,Unknown
46,792637,"University of Jordan,Om Hani Secondary School",Electrical Engineering,"Arabic,Englis","Microsoft office,Revit,MATLAB,PV-SYST,SketchUp,ETAP,MPlab,Proteus,AutoCAD,Multisim,ArcGIS,SAP"
47,544461,Al-Balqa Applied university/faculty of engineering Technology (polytechnic),Telecommunication Engineering,"English,Arabic: native,English: very good speaking and writing","Knowledge in Mobile NW (LTE, 3G, 2G), Troubleshooting,Problem solver,Team player,Good communicatior,Time management,Work under pressure"
48,505351,Yarmouk University,Communications Engineering,"Arabic (Mother language).,English (good speaking, writing and reading).","Installation, Configuration, Mange team, Tracking root service and Maintenance, Technical support,Manage data services MDS.,Installation, Configuration, Team leader Manage data services MDS,HUAWEI MW installation and configuration,Microwave link Projects (HUAWEI RTN XPIC Link, RDL link, infinity link, NEC Link and Other).,HUAWEI DWDM Router for Umniah and Zain company (installation and fiber connection),2G,3G Projects ZTE equipment at Umniah company,Good knowledge SQL and IIS,Good knowledge HTML and CSS,Very Good knowledge Windows Servers,Strong team working and analytical thinking.,Leadership, strong personality, and supervisory skills.,Ability to work under pressure and tight deadlines."
49,796530,ISLAMIA UNIVERSITY BAHAWALPUR,Electronic Engineering,Unknown,"Problem Solving Adaptability,Huawei iManager U2000(NMS),Nemo Outdoor Tool,MobaXterm & EVE-NG,Time Management,Handling Pressure,Leadership & People,Management,Command on Microsoft Office (Microsoft Word, Power Point & Excel)."
50,804994,"Arab College Amman Jordan,Ahmad Toqan school,Al Israa University","Diploma Of Society College Communication Engineering,General Secondary Certificate,B.Sc. Degree in Communication & Electronic Engineering",Unknown,Unknown
51,530202,"The Hashemite University,",Computer Information Systems,"Arabic,English","Testing, assessing, and learning about updates and new technology.,Resolve technical issues related to network interruptions,Prioritizing and managing many open cases at one time,Coordinate, in conjunction with resettlement program staff and the Refugee School Impact and Employment programs, the delivery of the following pre-arrival services for each client: a. Gather and organize donations from various sources throughout the year to maintain a supply of housing and furniture items for refugee clients; b. Coordinate with Refugee & Immigration Services staff for cases that will be arriving to complete pre-arrival services such as case file setup, housing and furniture setup, scheduling of preliminary appointments with health facilities.,Coordinate, in conjunction with resettlement program staff and the Refugee School Impact and Employment programs, the delivery of the following core services for each client: a. Home visits; b. Orientation and resettlement plan.,Drive a high volume of sales through managing the complete sales process from prospecting to close, including preparing presentations, proposals and sales contract,Follow up on new leads and referrals resulting from field activity as well as other accounts as assigned,Respond to complaints from customers and give after-sales support when requested,Maintain and grow potential client relationships,Handle the processing of all orders with accuracy and timeliness,Work in coordination with assigned Regional Sales Direct supporting their sales activities and client relationships,Perform general business analysis and market research,System Administration,System Center Configuration Manager (SCCM),Windows Server 2012, 2016,2019,SQL, SharePoint, Visual Studio, IIS installation & configuration,Virtualization (Hyper-V),ITS (Avaya),Up-to-date knowledge of the latest IT and software trends,Strong customer service ethos,Ability to work well with people,Strong communications skills,Excellent organizational skills,Ability to "
52,415751,Yarmouk University,Banking and Financial sciences,"Arabic (fluent speak and write),English (very good speak and write)","Very good command in communication skills,Initiative, self-motivated, able to work under pressure,Well Organized with team spirit"
53,804812,"Hashemite University,Amman training college","Business Administration,Business Administration","Arabic,English","Printing,Microsoft office 2010,Communication skill,TOT"
54,797676,Al-Balqa Applied University / Faculty of Engineering Technology (polytechnic).,Communication Engineering,"Arabic: Mother Tongue.,English: Very Good.","AutoCAD,Mikro C,Adobe Photoshop,Proteus,Lab view,C++,Adobe illustrator,Multisim"
55,489823,"German Jordanian University,German Jordanian University,Heilbronn University","Logistics and Supply Chain Management,Management Sciences,Management Sciences",Unknown,"Extensive experience in supply chain,Great analytical and problem-solving skills,manage multiple complex projects,work effectively and efficiently under pressure,Ability to perform administrative work of a complex nature,A high degree of flexibility,Self-motivated,Ability to work within a busy and demanding team environment,Excellent communication and interpersonal skills,Order fulfillment,Efficient and proactive,Risk assessments,Well organized, and be able to prioritise work in an efficient manner,Typing Skills,Project Oriented,Detail Oriented,Planning skills,Learning skills,Negotiation Skills,Relationship-building skills,SAP Business Object,Process improvements,Loading and unloading,Team player"
56,791740,"University of Jordan, Amman- Jordan,Al-Fahad Private School, Riyadh- KSA",Marketing,"Arabic,English","Microsoft Word,Social media platforms,Microsoft Excel"
57,804991,AL-Balqa Applied University,Telecommunication Engineer,"Arabic: Native,English very Good","Keeping abreast of work developments.,Teamwork,Work under pressure,Microsoft office: Word, Excel, powerpoint,Drive test: Phu, Nemo tools"
58,797337,AL al-Bayt University,Accounting And Business Law,"Arabic,English","Good communication - written and oral skills,Excellent conceptual and analytical skills,Effective interpersonal skills,personal skills ability to work under pressure"
59,403694,University of Petra.,Computer Science,"Arabic: Excellent.,English: Good writing, reading, understanding & speaking.","Supervision, purchase, manage, maintain and installing hardware including (Computers, laptops, different printers types, computer peripherals, photocopiers, PDA devices, wireless equipments, security system ?deactivators, Anti-theft systems, Access doors, CCTV"" Time Attendant machines, access cards, UPS, Data Show & projectors, Telephone exchange systems, Sound system, Toners and ink),Manage and provide technical supports requests to all branches through site visit, remotely or over the phone.,Active participation in setting up the hardware/network infrastructure for projects,Ensure smooth operation of workstations, local area network and servers,Good Organizational Skills,Good time management,Hands on experience of installing IT hardware & S.W,Windows server 2008, 2012 & Exchange 2013,SQL, PL/SQL Programming.,Dealing with Windows O.S (98, 2000 professional, XP, 7, windows 10).,Microsoft Office (Word, Excel, PowerPoint, Outlook).,Typing Arabic & English.,Confident communications skills,Team Player.,Good Communicator.,Willing To Learn."
60,549521,Al-Balqa Applied University,Networking Engineering,"ENGLISH (EXCELLENT),ARABIC (NATIVE)",Microsoft Office Teamwork Multitasking Attention to detail . Motivation
61,646696,"1 TAFILA TICHNICAL UNIVERSITY,Laytown Business School,Laytown Tech Training","BACHELOR IN ACCOUNTING,BACHELOR OF SCIENCE IN BUSINESS ADMINISTRATION",1-ENGLISH LANGUAGE SPEAKING AND WRITING,"2 SUCCESSFUL WORKING IN A TEAM ENVIRONMENT, AS WELL AS INDEPENDENTLY,3-THE ABILITY TO WORK UNDER PRESSURE AND MULTI-TASK THE ABILITY TO FOLLOW INSTRUCTIONS AND DELIVER QUALITY RESULTS,4-COMPUTER SKILLS ( MICROSOFT WORD, MICROSOFT EXCEL, SOCIAL MEDIA),5-VERY GOOD SKILLS IN USING QUICK BOOKS PROGRAM,Content Creation,Social Networking,Public Relations,Website Management,? Digital Analytic Tools,Graphic Design,Strong Communication Skills"
62,471707,Al- Hijjawi Faculty for Engineering Technology,Communication Engineering,"Arabic - As a mother language,English ? Highly Proficient Spoken & Written","Excellent communication skills and Active in Group & Single Works.,Self-motivation, conflict resolution and ability to work within tight deadlines.,Works Under pressure.,C++ and Visual Basic Programming.,Programming use MATLAB.,Programming use PIC.,Packet Tracer.,MySQL.,Familier in Linux."
63,801358,MISR UNIVERSITY for Science & Technology,Electronics and Communications Engineering,"Arabic Native Language,English: Professional","Leadership,Personal Management & Well organized,Self-motivated,Working Under Pressure,Hard worker, Problem Solving and Decision Making,LTE,GSM,5G NB,UMTS,Workbench,MATLAB,Auto CAD,GENEX Probe,MAP Info,ICDL,TEMS,ACTIX,NEMO"
64,756590,faculty Of Science And Information Technology,computer Science & of Information Technology,"Arabic,English","Hardworking and responsible, able to work well, self-discipline and leadership capability are developed in my secondary school and university, I am also active and creative, willing to adapt changes, I wish to develop my skills, IT knowledge, experience and interpersonal skill further and shall be looking forward to finding a position where I can utilizes experience and advance my career,Network Administrator & computer maintenance,Extinsive Computer Experience,windows server 2003 - 2008,windows 7/8/10,- Unix,Photoshop, Flixesgin, Corell Draw,VB.net, VB6, SQL Server 2000, C++,Computer & printer Maintenance,cash drawer, hand scaner, barcode printer maintenance,Network Mainenance"
65,803387,UNIVERSITY OF JORDAN,MECHATRONICS ENGINEERING,Unknown,"Microsoft office knowledge . Auto-cad, Automation Studio, MPLAB, MATLAB"
66,796879,Al-Balqa Applied University (FET),Telecomm Engineering,"Arabic [Native],English [Very Good]","AutoCAD,MATLAB,Microsoft Office,Packet Tracer"
67,456400,Mutah University,Communication Engineering,"Arabic: Native Language,English: Very Good Command","Projects Scheduling & Time Management skills,Strong analytical ability & troubleshooting skills,High Communication & Computer skills,Teamwork & Problem Solving,AutoCAD skills"
68,712798,"Lebanese International University,Lebanese International University,My New College",COMPUTER AND COMMUNICATION ENGINEERING,"ENGLISH - Fluent,ARABIC - Expert","NETWORKING & SWITCHING,MICROSOFT OFFICE,C/C++,JAVA,AUTOCAD,Monitor the performance of sales team,Applying software and Hardware Repairing for cell phones,Marketing, promoting and selling mobiles"
69,670008,"Al-Balqa Applied University,",communication Engineering,"Arabic (Native),English (Excellent in communicating, reading and writing)","Installation, configuration and troubleshooting network devices. Performing disaster recovery operations and data backups when required. Protecting data, software, and hardware by coordinating, planning, and implementing network security measures. Monitoring network performance to determine if adjustments need to be made. Configuring and installing various network devices and services (Switches, Routers, Access Controllers, Access Points and Firewalls). Replacing faulty network hardware components when required. Performing network maintenance and system upgrades. Implement and maintain emergency backup and restore systems for mission-critical network servers. Carry out supporting and troubleshooting problems at user location. Troubleshoot network LAN issues in both hardware, software or network faults. Install network components and configure them. Provide support for day-to-day network operations. Identify latest (stable and secure) recommended IOS version for network equipment. Provide operational and technical support to ensure the on-going stability within network infrastructure. Create weekly/monthly backup configuration for critical network equipment. Monitor the success of configuration backup on Weekly/Monthly bases.,Excellent communication skills including deal with different kinds of people/work on a team. Working under pressure without negatively affecting my work. Strong individual performance. Excellent Collaboration skills. Excellent general computer skills."
70,415278,MUTAH University,ELECTRICAL ENGINEERING,"ARABIC,ENGLISH",Reliable and able to work hard and under pressure. Able to take leadership appropriately Tend to do work required instantly. Work as a part of team. Decision make responsible.
71,405211,"Al-Balqa Applied University, Amman",Telecommunications Engineering,"English,Arabic","Customer Care Service,Decision Making,Team Working,Communication Skills,Adaptability,Ability to Multi-Task,Fast Learner,Leadership Skills,Effective Time Management,Working under Pressure,Cisco Networking,IT Troubleshooting,Computer and Internet Skills,Operating Systems,Microsoft 365 applications,Google applications"
72,795145,"Philadelphia University,",Bachelors of Communications and Electronics Engineering,"Arabic: Mother tongue.,English: Good command (written, spoken and read).","Ccna (Cisco certified network associate). Python and network. Good knowledge in embedded system and programming,Good knowledge in C++, JAVA Microcontroller,Good knowledge in Matlab,Microsoft Office,Signal processing and analyzing (Determine the bandwidth, amplitude and the type of signal).,Types of modulations and demodulations (Knowing in there types, block diagrams and when we use every type of them).,Knowing some types of antenna (Draw its pattern and know the uses of each antenna).,Knowing the revolution of Communications (1st Generation, 2nd Generation GSM and the third generation LTE, know how each generation work and the block diagram of them).,Knowing in computer networks (How to send and receive data between host and devices).,Knowing in electrical circuits (How to connect electrical circuits and use electrical devices on it).,Working knowledge of programming languages, C++ and assembly codes, highly proficient at Excel, Word and PowerPoint. Knowledge of matlab and electronic workbench.,Printing in Arabic and English languages rabidly.,Ability to present reports and presentations.,Effective at time management and prioritizing tasks to achieve deadlines.,Strong team work, leadership and communications skills."
