,CANDIDATE_REF_NUM,UNIVERSITY,EDUCATION,LANGUAGES,SKILLS
29,792400,WORLD ISLAMIC SCIENCES & EDUCATION University,FINANCE AND BANKING,Unknown,"THE ABILITY TO SOLVE PROBLEMS IN THE ACCOUNTS COMPUTER SKILLS (WORD, EXCEL, POWER POINT) DATA ENTRY TEAMWORK,DISCLOSURE OF COUNTERFEITING,COMMUNICATION SKILLS USING LANGUAGE PROGRAMMING,BANK CARDS AND ELECTRONIC BANKING SERVICES,RISK BASED AUDIT"
30,684445,University of Jordan,Finance,"Arabic,English","Transaction processing,Excellent customer-service skills,Supporting operations,Self-help skills development,Microsoft applications skills,Documentation and reporting,Proficient in Banks, Smart Vista,MEPS admin, IBS, A2A midlleware, A2A connecting systems"
31,897370,Hashemite University-Jordan,Accounting,"Arabic,English","Time Management skills,Excellent,Computer Skills,Excellent,Highly motivated, energetic & enthusiastic,Excellent,Teamwork,Data Entry Skills,Ability to work under pressure,Quick learner, keen to learn & improve skills,Communication skills"
32,441354,Unknown,Bachelor of Accounting,English Language good and Arab is a very good,"Communication skills, and time management skills and Excellent interpersonal, negotiation skills. And presentation skills and solving a problems skills, and data entry skills, and The emotional intelligence skills, and Check of fake,The computer: Very good perfected computer programs Microsoft Office Word, Microsoft Office PowerPoint, Microsoft Office Ms excel, T24 system global Bank.,money skills"
33,796913,Al-albayt University,"Financial and Banking Information System,",Unknown,"Exceptional communication and dialogue skills.,The ability to work under pressure and multi-task.,The ability to follow instructions and deliver quality results.,Successful working in a team environment, as well as independently."
34,412421,Mutah University,Business Administration,"Arabic: Mother tongue,English: good command in Reading, Writing and speaking","Confident.,Organized by nature.,Ambitious.,Punctual, pay attention to details.,Like being honest and straightforward.,Reliable.,Motivated because I enjoy what I do.,Perform well under pressure, and really good multitasking.,Effective Communication Skills.,Emotional Intelligence.,Teamwork: enjoy working in both team environments and independently.,Microsoft office (Word, Excel, Outlook & PowerPoint)."
35,678012,"Zarqa University,Zarqa University","Accounting,Accounting","Arabic language: my mother tongue.,English language: reading and writing (excellent) Speaking very good).",Unknown
36,679178,"Al al ? bayt University,,Greek Catholic School,",Accounting,Unknown,"I have a limited experience in Sales Department/marketing and IT/Project Management and service management. I worked in both commercial and government sector. I keen to learn and quickly to adapt different working environment.,Expanded business along with the respective market share for the firm.,Determine quantity and timing of deliveries.,Monitor and forecast upcoming levels of demand.,Partner with stakeholders to ensure clear requirements documentation.,Forecast price and market trends to identify changes of balance in buyer-supplier power.,Preparing financial invoices.,Managing expense and reimbursement reports.,Preparing the financial statements.,Preparing monthly and annual statements of accounts.,To inquire about potential clients and analyse risks when granting a loan.,Giving the potential customer a comprehensive idea of the products offered by the company and their conditions.,If the required conditions are met the loan process will be granted.,Project Management,Operations Management,Writing reports,Back Office and Sales Coordinator ""Sales Department/marketing"""
37,566521,Al-Balqa Applied University,Engineering,"Arabic,English","Project Management,Computer Skills,communication,Decision Making,Engineering,Management,Technical Writing"
38,878439,Yarmouk University / Hijjawi College of Engineering Technology,Computer Engineering,"Arabic,Einglish","The Ability To Work Under Pressure,Ability To Work In A Team Spirit,Ability To Solve Problem,Power Of Persua- sion,Scout Skills (Scout Leader)"
39,528259,Philadelphia University,Accounting,"English,Arabic","Working under pressure and learn fast.,Focused and hardworking.,Punctual and trustworthy.,Meticulous and organized.,Friendly and enthusiastic.,Microsoft Office: Good,Computer & Internet: Good"
40,681453,Hashemite University,Risk Management and Insurance,"Arabic: Native,English: good writing ang speaking","Microsoft Office (Word, Excel, PowerPoint).,Honest, reliable, with good record for timekeeping and attendance.,Able to work effectively in a team or alone without supervision.,Able to work under pressure and meet the deadlines.,fast learner and grasp knowledge quickly.,Strong communication and organizational skills."
41,460988,Yarmouk University,Accounting and Management,"ARABIC Native Language,ENGLISH Very Good","Quick Learner,Teamwork Skills,Good Organization,Problem Solving,Microsoft Office,Able to understand standard accounting entries.,Able to work under pressure.,Able to adapt in the work enviroment.,Attention to detail.,Good behavior in difficult situations.,Self motivation for learning and time management."
42,425169,Yarmouk University.,Banking and financial sciences,"Arabic,English","Excellent communication skills.,-Enthusiastic, team worker, initiative, able to work under pressure.,-Computer literate and master Microsoft office and Internet. Besides typing,-Fast learner.,-Time management.,-problem solving."
43,784446,"UNIVERSITY OF JORDAN,INSTITUTE OF BANKING STUDIES",Islamic Banking,"ENGLISH,ARABIC","COMPLEX PROBLEM SOLVER,EFFICIENCY,STRONG DECISION MAKER,INNOVATIVE, SERVICE-FOCUSED"
44,886532,"Yarmouk University,Yarmouk University,Alzahraa Secondary school","Accounting,Accounting","Arabic,English","Team working,Good Communication Skills,Well organized, quick learner,Confident, friendly and honest,Patient and able to deal with different personalities"
45,678236,"The Hashemite University,Zarqa,Jordan",Accounting and Commercial Law,"Arabic Mother Language ,Excellent,English Very good reading, Very good writing, very listening, good speaking.","Good communication skills written and oral skills.,Excellent conceptual and analytical skills.,Effective interpersonal and leadership skills.,Creative Thinking, Productivity.,Analyzing Issues, Decision Making, Project Management."
46,602460,University Of Jordan,Accounting,"Arabic,English","Good user of Microsoft Office (Excel, Word, PowerPoint and Outlook),Case ware software (Audit program),Excellent communication skills,Ability to work within a team and cope well under pressure"
47,890758,The Hashemite University,Industrial Engineering,"Arabic,English","Budget planning,Documentation,Mathematics proficiency,Multitask and Team work"
48,680928,"Yarmouk Univeritsy-irbid,Yarmouk Univeritsy-irbid","Business Administration,Public Administration","ARABE: Excellent,Turkish : good,English: very good","Good communication written and oral skills.,Excellent conceptual and analytical skills.,Effective interpersonal skills.,Customer-oriented.,Highly adaptable, and able to pick up new systems quickly and efficiently.,Time management skills.,Able to work to deadlines and under pressure."
49,408646,The Hashemite University,Finance and Banking Science,"Arabic, Fluent,English, Excellent","Communication,Adaptability,Time Management,Self Management,Team Work,Punctuality,Well-Organized,Problem Solving"
50,422330,Al-Balqa Applied University (Amman University College),Banking and Financial Sciences,"Arabic (Mother Language),Good command of English (reading, writing, and speaking)","Microsoft Office Excellent & Internet and E-mail Knowledge.,Computer Driving Skills .,Microsoft Office Package (MS Word, MS Excel, MS PowerPoint ...).,Printing in English and Arabic,Soft skills certification from Darb 1 summer training program,Contact with people and dealers.,Listen to people with focus skill.,Time Management .,Work under pressure.,Convince the customer of loyalty products,Handing a high volume of in-bound calls and greet customers in a courteous and professional manner.,Assess and evaluate customer concerns and resolve their problems in an efficient and timely manner.,Provide product and service information to our customers.,Promote products and services by understanding customer needs and interest and providing them with the right offers that match those needs.,Troubleshoot service equipment issues,Adhere to, and fulfill, individual and team Performance Metrics."
51,800303,"Amman Al-Ahliya University, (Balqa - Jordan).,Intermediate University College",Accounting,"Arabic: Mother language.,English: Good Command in both reading and writing.","Preparing the chart of accounts in accordance with the nature of the company and identifying cost centers,Preparing strategic plans, budgets and financial forecasts.,Achieving an appropriate mix of equity and debt to reduce cost and maximize operating profit.,Develop a strategy on money purchases through banks and other financial institutions.,Coordination with banks in all transactions,Develop and update the accounting, financial and administrative policies and procedures.,Effective cash flow management.,Monitoring budgets and comparing them with actual cost and revenues related to production, marketing and capital.,International Financial Reporting Standards (IFRS),Preparing accurate financial reports for a specific deadline and preparing a daily cash flow statement.,Monitoring the concession contract, royalty contract, sponsorship deals and lease contracts.,Compare budget with performance and work plan, and analyze variances.,Compare the budget with the historical trend.,Monitoring the fixed asset registration system and depreciation account,Follow-up tax matters (income/sales). . Social Security Account Monitoring,Control of the aging report and the collection of accounts receivable,Monitoring payments and payable account receivables.,Negotiation and decision-making skills.,Supervisory skills & providing training to new and existing employees as needed,Problem solving skills.,Accounting,Account Reconciliation,Accounts Payable,Accounts Receivable (AR),Accruals,Analysis,Analytical Skills,Auditing,Bank Reconciliation,Banking,Budgeting,Business Communications,Finance,Financial Accounting,Financial Analysis,Financial Audits,Financial Modeling,Financial Planning,Financial Regulation,Financial Reporting,Financial Services,Financial Statement Analysis,Fixed Assets,Forecasting,Internal Audit,Internal Controls,International Finance,International Financial Reporting Standards (IFRS),International Relations,Investment Valuation,Investments,Payroll,ERP Software,Microsoft Exc"
52,811315,"Hashemite University,Patriarchate National College",banking and finance,"Arabic: Native speaker,English: Very Good in reading and writing, good in speaking",Unknown
53,904328,Al-Balaqa Applied University,Communication systems and Networking,"Arabic: Mother Language,English: Good at reading, writing and speaking","Hard working with self-learning abilities, Responsible, specialized in networking and communication systems, Outgoing and detail-oriented, proficient at team work and building and maintaining professional relationships,CISCO Packet Tracer Adobe Collection Software and Hardware Maintenance,Microsoft Office Data Entry Social Media"
54,410547,"Princess Sumaya University for Technology (PSUT),",Accounting,"Arabic: Native,English: Excellent in both Oral and Written skills,French: Intermediate in oral","A very good team player and social person as I used to be a student council member in the year 2013-2014,Still an active social member as I am an elected member in the social committee in INVESTBANK,Accounting Applications on Quick Books,Web design on CS5, Princess Sumaya University for Technology,Exceptional listener and communicator who effectively conveys information verbally and in writing,Flexible team player who thrives in environments requiring ability to effectively prioritize and juggle multiple current projects,Innovative problem-solver who can generate workable solutions and resolve complaints,Proficient in using Microsoft office specially Excel, word and outlook"
55,677666,Applied Science University,Accounting Bachelors Degree,"English Excellent,Arabic - Native Speaker","Preparing detail report on different findings.,Analysing and examining financial status of the company.,Inspecting if any fraud is practiced.,Recommending improvements in the financial status.,Investigating the inventory and records.,Preparing guidelines to prevent fraud.,Maintaining good relationship with public.,Understanding the corporate and government policies.,Ensure day to day activities of clients.,Training the new auditors.,Visited sites and examined internal process and controls.,Performed quarterly and annual financial reviews as requested by clients.,Involved with the audit and accounting of following:,Teamwork: Coordinated discussions for various assignments and projects at the University, usually within a group of nine people which demanded good listening, and communication skills.,Time Management: Strong ability to work under pressure individually. Effective in organization and meeting deadlines. Excellent Planning & time management ability.,Communication: Well-developed oral communication skills through presentations, sharing knowledge, convincing, motivating and persuading others. Excellent communication skills.,IT: Extensive knowledge in all aspects of applications for Microsoft office, including PowerPoint, Excel, Access, Word, E-mail and Internet."
56,414127,University of Jordan,Unknown,"Arabic native,English advanced","Good communication,Problem solving,Strong multitasking abilities,Networking,collaboration,working under pressure"
57,797101,Al-Balqa Applied University,Accounting Information System (AIS),"Arabic,English","Excellent Computer Literacy: MS Word, Excel, Outlook, Power Point and more.,Able to perform multitask effectively.,Time Management & scheduling.,Reporting skills,Excellent written and verbal communication skills,Ability to work independently or as a part of a team.,Proven leadership skills and ability to motivate.,Excellent business development skills.,Serving as a positive role model and motivating others and generating enthusiasm.,Self-development, including ability to grow personally and professionally from self-motivated efforts and positive responsiveness to constructive criticism.,Ability to listen, initiate and drive creativity.,Ability to work under pressure.,Ability to learn quickly and easily."
58,407534,Zarqa University,"Business Administration,Business Administration,Business Administration","English,Arabic","Ability to speak, read, and writing in both English and Arabic languages.,Highly committed and dedicated with positive attitude.,Success and results willingness to learn.,Organized and multitask.,Excellent marketing / communication / interpersonal skills.,Capable of working under pressure, whether in a team or independently.,Focused with strong attention to details.,Familiar with Microsoft Office / word / Excel."
59,678347,Al-Yarmouk university,Accounting,"English,Arabic","Microsoft Excel,Microsoft Office,Good dealing skill with wholesalers and retailers,Management Skills,Quickbooks"
60,905061,Unknown,Unknown,"Arabe,Anglais,Fran?ais,Allemand,Espagnol","Entrepreneurship,Project Editing,Accounting"
61,410481,Unknown,Accounting,"English,Arabic","MS-Office,Accounting,Software,Advanced,Excel,HR,Software,Prepare tax returns, payments, necessary paperwork, and reports.,Assess and research difficult tax issues to identify solutions.,Manage and maintain the companys tax database.,Determine tax savings and recommend strategies to improve profits.,follow up and match inventory,Creating excel files for depreciation of corporate assets.,General ledger.,Matching for all types of funds such as (Cash, Bank) and weekly cash management.,Matching the accounts payable and receivable and following up the uncollected.,Computing taxes owed, preparing tax returns and ensuring compliance with the payments,Preparing and checking monthly employee payroll, social security and insurance.,Advanced in negotiation with external auditors and tax estimators.,Dealing and cooperating with other departments such as IT, HR and sales to implement law requirements,Preparing financial analysis & statements and supporting in making decisions with direct manager."
62,793122,Unknown,Unknown,"Arabic (mother tongue), English (proficient)","Payroll & Compensation,Internal Journal Auditing Vouchers,Online Banking,Accounts payable & receivable,Trial Balance Balance Sheet Fixed Asset Reconciliation,Financial Correspondence"
63,794721,"Great Basin College -,Suffolk County Community College -","Management And Supervision,Business Administration",Unknown,"Business Management,Relationship building,Maintenance & Repair,Customer service,Communication,Teamwork,Computer proficiency,Helped customers complete purchases, locate items and join reward programs,Answered questions about store policies and addressed customer concerns"
64,872691,Princess Sumaya University for Technology,Computer Software Engineering,Unknown,"Leadership,Critical Thinking,Product Management,Project Management,Management,Coaching,Teamwork,Process Engineering,Six Sigma Green Belt,Process Excellence"
65,803247,Yarmouk University,Telecommunication Engineering,Unknown,"Supply Chain Management System (SCM),Revenue Trigger Using ERP-PC System,Billing Trigger Using CFS, SSDM & CCM- DC systems.,Risk Management using i-Risk System,. Internal invoices auditor.,Leadership and Organizational Skills.,Ability to think strategically and to translate my thoughts into comprehensive plans.,Excellent Communication, Presentation, and Reporting skills."
66,790159,Applied Science Private University -,ACCOUNTING,"AR,EN","Work Under Pressure,Team Worker,Critical Analysis,Self Time Management -,Problems Solving,Ms Office Products"
67,797586,Al Al-Bayt University,Banking and Finance Science,"Arabic Native Language.,good in English.","Excellent presentation skills.,Excellent interpersonal and communications skills.,Excellent conflict resolution skills.,Excellent time management ability and great business ethics.,Ability to work under pressure, and excellent time management.,Ability to learn- creative - sociable.,Good in Microsoft office package."
68,680920,Hashemite University of Jordan,Industrial Engineering,Unknown,"Communication,leadership and planning,Teamwork,Problem-solving,Time management,Stress management,Microsoft office (word, excel, PowerPoint, project, visio),Minitab,SPSS,AutoCAD,Adobe photoshop"
69,790237,Al Mustansirya University - Republic of Iraq,Civil Engineering,"Arabic: Native Speaker,English: Good Command,German: Level B1.1","? Quality Assurance ? Process Improvement ? Quality and Process Audits,ERP System Operations and Business Logic,ISO and Quality management Related standards,Primavera Certificate from JEA/Engineers Training Center,AutoCAD Certificate from JEA/Engineers Training Center,Computer Aided Structural Design using Prokon Certificate from JEA/Engineers Training Center,Microsoft Office,Highly skilful in using Internet for Data collection and research,ERP Systems"
70,517051,Hashemite University,Accounting and Commercial Law,"English,Arabic","Involved in Jordan market to help companies to preparing its annual budgets preparation & to provide budget for borrowing secured loans assists the family business to lower its operating costs of the entities a. created various models and analytical tools to facilitate variance analysis using advanced function of excel.,Cash Management.,Formulation of the Groups financial policies in consultation with the Group statement.,Coordinate the activities of Finance Director and Preparation and presentation of monthly consolidated financial statements,Maintain financial records for each,Reviewing and monitoring the Groups investment in a manner that facilitates financial performance against laid down Management reports.,Train and mentor the accounting staff and,Perform investment and divestment evaluate appraisals for Group Chief Investment,Preparation and review of the groups management annual their performance for annual accounts, quarterly, half year and year these are adhered to by the Group.,Annual budgets.,Prepare and review journal entries and account analysis.,Manages monthly accounting close cycle.,Preparing financial statement and daily transaction, auditing payroll and bank reconciliation.,Preparing profit & loss account (Revenue & Expanses).,Following income tax department and seals tax.,daily accounts entries and bank reconciliation,Microsoft Excel"
71,410218,University of Jordan,Business Information Systems,Unknown,"Financial Reporting & Analysis,Microsoft Excel,ERP Systems,Communication Skills,Analytical Skills"
72,800122,Irbid National University,B.A Degree in Accounting,"Arabic,English","Hard Working,Team Work,Social Media,Time management"
73,684650,Yarmouk University,ACCOUNTING,Unknown,"Excellent communication skills and peoples person,Knowledge of legal rules and labor laws of the country of hire,Extensive knowledge of HRIS,Ready to work in a distributed work environment and manage remote teams"
74,767499,"New Hampshire University,,New Hampshire University, USA,Yarmouk University, Jordan","Accounting & Finance,Economics and Management Sciences Major in Accounting, Minor in Financial and Banking Sciences","English,Arabic",Running Long run Reading Accounting / Audit article Learning Always eager for academic studies on branding
75,892891,"Luminus Technical University College (LTUC),",Electromechanical engineering,English,"computer skills (Microsoft Word, Excel, Power Point, Outlook Express),Marketing,Communication Skills,Teamwork,Organization,Data Analysis,Mathematics,Problem Solving,Flexibility"
76,810417,The Hashemite University,International Business Administration,"Arabic,English","Excellent Communication skills; demonstrated ability to communicate effectively with team members.,? Ability to manage multiple tasks efficiently."
77,792391,"Amman university,AL-Zobaidia School",management information system (MIS),"Arabic: mother tongue.,English: Reading, Writing and Conversation","Microsoft office word Excellent.,Microsoft office PowerPoint Excellent.,Microsoft office excel Excellent.,Microsoft office access Excellent.,Internet & web serving.,Social media.,Team playing and effective Communication skills. Effectively dealing with problems. Planning, scheduling & organizing& fast learning. Ability to work under pressure"
78,802915,"Applied Science University, Amman, Jordan",Bachelor of Science in Industrial Engineering - Management,"English, Arabic","Microsoft Office: Excel, Word, Access, PowerPoint and Outlook.,Engineering Programs: MAT lab, Pro Engineer, Visio and AutoCAD."
79,806884,"Al-Zaytoonah University of Jordan,",Communications and Computer,"Arabic,English,Arabic, mother tongue,English, fair","Operates MS Office efficiently (Excel, Word),Operates Adobe Illustrator and Photoshop, beginner level,Typewriting, Arabic and English,Ability to work under pressure and meet tight deadlines,Good communications skills,Flexible and adaptable,Team worker,Fast learner,Improved multitasking skills"
80,417955,"University of Jordan, 2007",Business Information,"Arabic and English Languages, 2018,Multi Arabic & English","-Forensic, Operational, Compliance, IT & Financial Auditing,-Researcher/Feasibility study,-Internal Control Frameworks (Coso),-Operational Risk Analysis,-Risk Control & Internal Audit Advisory,-Process Re-engineering,-Due diligence process Technique,-Quality Assurance,-International Financial Reporting,-Insightful Management Reporting,-People Manager- High-Impact Leader,-Sap/QuickBooks user,- Advanced Excel & MS Office Expert,-Quality Customer Service (1) rated"
81,758329,AlBalqa Applied University,Unknown,"Arabic (Mother tongue),English,Reading: Very good,Writing: Very good,Listening: Very good","Can work with a team sprit,Experience of dealing with emotional and stressful situations.,Can motivate others through effective communication skills.,Able to deal with hostility in the form of verbal and physical aggression.,Fully aware of fire, health & safety, and other departmental policies.,Flexibility to work weekends on rotational basis"
82,883041,University of Jordan,Finance,"Arabic,English",Unknown
83,679093,"The Hashemite University,Prince Mohammad Secondary School",FINANCIAL ECONOMICS,"Arabic,English,Spanish,Italian","Organization,Teamwork,Creativity,Time Management,Public Speaking"
84,742436,Princess Sumaya University for Technology,accounting,"Arabic,English","Organization,Time management,Adaptability,Communication,Teamwork,Able to work under pressure,Excel,PowerPoint,Word,QuickBooks"
85,412414,"Al Balqa Applied University,",Accounting,"English,Arabic,",Unknown
86,796851,"Al Al-Bayt University,",Actuarial science,Unknown,"Underwriting and analytical skills, sales and marketing knowledge, and technical skills exhibited Efficient supervisor, planner, organizer, and manager of time, projects, and professional peers. Analyzed all lines of business to determine acceptability and to control, restrict, or decline, Kept current with changing policies, rates, and procedures, explaining coverage, rules, forms, and decisions to agents, staff, and insured.,Advise, provide support and training for all team members.,Review corporate financial data and participate in audits,Attending brokers/Cedants visits (ordinarily UK and MENA) to grow relationships and maximize accounts.,Attending surveys to assess and understand the risk.,Applying appropriate pricing and cover/terms.,Effective communication skills, main point of contact and appointed to deliver policy changes to teams on a regular basis.,Excellent numerical skills and attention to detail. Appointed to carry out monthly audit checks.,Analyze data and produce monthly reports for top management team.,Renew company treaty by secure the lead terms form treaty leader and complete the full program with the reinsurers."
87,890564,Unknown,Business Administration,"Arabic,English","Microsoft office (word, excel, power point, email),Adobe Photoshop, adobe premiere.,Good communication skills.,Responsible.,Working under pressure.,Flexibility and adaptability.,The ability to adjust with the different circumstances of the job."
