,CANDIDATE_REF_NUM,UNIVERSITY,EDUCATION,LANGUAGES,SKILLS
10,758201,Princess Sumayya University for Technology,Telecommunication Engineering,"Arabic Mother Tongue Language,English Excellent","Teamwork.,Creativity.,Self-learning.,Problem solving."
11,479516,"Princess Sumaya University for Technology,Princess Sumaya University for Technology",Information Systems,"Arabic,English","Windows Server,Proxmox Virtual Environment,Information Security"
12,802569,"Al Balqa Applied University,Al-Khwarizmi College",Computer Engineering,"English,Arabic,C,C++,JavaScript,PHP,HTML,CSS","Computer Skills,CCNA,C#,HTML,CSS,Linux,Software and Hardware troubleshooting,CCNA routing and switching for300 hour,Different Workshop of human resources, leadership, management and communication skills,PHP 5.4 course,CompTIA A+,ASP.NET, C# and PC.NET,C, C++, JavaScript, PHP, HTML and CSS,MySQL, Oracle and Access,UNIX, Linux, Windows and DOS,Assembly Language,. VerilogHDL,Electronics and computer design software,Matlab,Proteus,MicroC"
13,803765,"Florida Institute of Technology,University of the District of Columbia,The Citadel","Electrical engineering,Systems Engineering,Electrical and Electronics Engineering,Electrical Engineering","English (Native),Arabic (Native)","Internet SecurityGovernance, Risk Management, And Compliance | Risk Management |,Systems Development Life-Cycle | Systems Engineering | Security Management |,Communication Design | Managements | Signal Processing | IT Security |,Executive Management"
14,800901,"MULTIMEDIA UNIVERSITY - MALAYSIA, MELAKA",Security Technology),Unknown,"Kali Linux Tools Adaptability Back-end Communication Creativity CSS C++/C Enthusiasm Front-end HTML5 JavaScript Kotlin Patience PHP Python Solidity Swift TeamWork Time management Visual thinking Worked on both Linux/Windows,Knowledge and intrest in Blockchain Technology"
15,804028,"Al-Balqaa Applied University/polytechnic,Princess Tharwat Secondary School for Girls",Bachelor Of Computers Systems and Networks Engineering,"Arabic Native,English: Very good","Quick learning,Time management,Motivation,Teamwork,Problem solving,Virtual devices (ASA, Switch & router),Packet tracer,Microsoft visual C++,Microsoft office"
16,755472,Al-AlBayt University,Computer Science,"English,Spanish,Arabic","Fraud Analysis,investigate cybersecurity incidents,Analyze attacks on computing and network,Collect cybersecurity intelligence,Respond to Cybersecurity incidents,Troubleshooting,Blockchain"
17,607459,Al-Ahliyya Amman University,Computer Science,"Arabic: Native,Bulgarian: Native,English: Fluent","Front & Back-End Development,Data structures,Problem solving,Routing & Switching,Optical fiber splicing,Data Center Maintenance,Verbal and Written Communication Skills"
18,813087,AL Balqa Applied University,Computer Engineering,"Arabic (Native), English (Good level)","Communications, Presentation, Leadership Skills, cyber security, Windows, Linux, Ethical Hacking, Splunk, Python"
19,722163,Balqa Applied University,BANKING AND FINANCIAL SCIENCES,"Arabic,English","Excellent communicator,Self-Motivated,Quickly Learner,Ability to work independently or as part of a team"
20,803762,"Balqaa Applied Technology University,Industrial School of Russayfa","Networking and computer engineer,Electrical Utilization","Arabic Mother tongue,English? Excellent writing and speaking","CCNA - Advance,Linux-Basic,Fortinet - Advance,Troubleshoot-Advance,Team player - Advance,Leadership Advance"
21,433383,"Hochschule Darmstadt (h-da)- University of Applied,,German Jordanian University (GJU),",Communication Engineering,"Arabic,English,German","Microsoft Office (Word, Excel, PowerPoint),2G, 3G and LTE,Cisco Routing and Switching,CCNP Security,Robotics and Programming,MATLAB,C/C++,AutoCAD expert"
22,410808,"Jordan University of Science and Technology,",Computer Networks Engineering and security,Excellent English language.,"Communication skills and following up skills.,Excellent English language.,Very good analytical skills.,Self-Motivated,Excellent writing & documentation skills.,Enthusiasm for continual learning.,Meet deadlines.,Cisco Packet tracer.,LAN Ethernet topology &WAN topologies,Wireless technologies.,. DNS and DHCP services.,Linux.,intrusion detection/prevention systems,? Networks security tools and skills.,Packet sniffing/ scanning and penetration testing tools in Kali Linux .,Knowledge in Microsoft Windows, Local Area Networks, Internet, CISCO products. Programming skills : Python, Java SE Building applications using android studio. C under Linux, C++ QA Selenium tool"
23,750043,The Hashemite University -,Computer Engineering,"Native Arabic,V. Good Command in English (written and spoken).","Analyze call logs so you can spot and solve common problems.,Update self-help files and methods to help customers and employees solve minor problems themselves and save time.,Collaborate with specialized engineers and participate in solving the most complex problems.,Follow-up and repair of devices and equipment and supervise their efficiency and ensure that they are working properly."
24,795427,Jordan University of Science and Technology,Network Engineering and Security (NES),"English,Arabic,Arabic (Native),English (Fluent) Reading, (good) Writing and Speaking","Self-motivated,Good Communication Skills,Team Working,problem analysis,Quick Learn,Ability to work under Pressure,Firewall,Security +,CCNA security,Troubleshooting and simulation tool.,UNIX and Windows server Environment.,Microsoft Office.,OSI layers.,C++,HTML"
25,652445,Misr,Electronics and Communications Engineering,"Arabic: Mother tongue.,English: Excellent.","Effective presentation skills.,Excellent command in computer software and hardwa,Eager to learn new techniques and improve known or Quality Control.,Analytical and creative in problem solving, with the capacity to deal with a wide range of complex issues. communicate, and interact effectively with all levels of personnel."
26,801355,Nawab Shah Alam khan College,information Technology,Unknown,Unknown
27,790857,"AlBalqaa Applied University (BAU),",Computer Systems Engineering,Unknown,"Matlab,Security+,Network Basics,Teamwork/Communication,Debugging,C++,Computer Technical Assistance,Problem solving and Coding,CEH (Certified Ethical Hacker) Training.,Computer Hardware installation and testing,Microsoft Office Package,Oracle Basics"
28,805371,"National University of Malaysia,Jordan University of Science","Cyber Security,Computer Science","Arabic,English,Malay,Spanish","Digital forensic investigation,Academic research,Android applications development,Basic understanding of CCNA 200-301 certificate content,Basic understanding of Network+ N10-008 certificate content,Academic research and writing,Hands-on experience in digital forensics, mobile forensics, and network forensics using several software programs such as FTK, XRY, Fiddler, Wireshark, Autopsy.,Basic skills in penetration testing using Nmap, Acunetix, TCPdump, Metasploit, Burp Suite, Nessus.,Risk Assessment, Business Impact Assessment,Hands-on experience in developing many Android applications in Java programming language using several software programs such as Eclipse, Android studio.,Hands-on experience in Microsoft programs such as MS Office, MS Visio, MS Project.,Hands-on experience in Android applications reverse-engineering.,Basic knowledge of Kotlin programming language.,C#, HTML, web-service development,SQL server 2008,Familiarity with multiple operating systems Windows, macOS, Kali, Santoku, and Parrot."
29,412114,Balqa Applied University-Factulty of Engineering,computer Engineering,"Arabic,English","Professional services (Fortisiem /Fortisoar/FortiEDR),Certified NSE5 (Fortisiem /Fortianalyzer),Certified NSE7 (Enterprise Fierwall),Siem: fortsiem and Arcsight,Fierwall: Fortigate, firepower and ASA,WAF: Fortiweb,Network: Cisco switching and routing,Operating System: Windows, Linux and centos,Antivairous: Symantec and Kaspersky,Program Language: SQL, PI/SQL and Python"
30,564211,AL-al-Bayt University,Computer Information Systems,Unknown,"SQA Tools & Best Practices. ? Test Cases, Plan & Scripts. ? Defect & Bug Discovery. Tracking, Logging & Reporting. System & Unit Testing. Project Planning, QA management, AGILE."
31,440745,Al al-Bayt,Computer Information System,"Arabic (native),English (v.good)","Web Development (Client Side): HTML, CSS, JavaScript.,Web Development (Server Side): PHP.,Desktop Development: C++.,SQL and PL/SQL.,Python.,Familiar with WordPress CMS.,Data management and processing.,Database Management systems MySQL and Oracle,Object oriented programming based and Data structure.,Tools: Eclipse, Visual Studio, NetBeans and MS Office.,Knowledge in CCNA and A+.,Ability to work with Team and high corporation.,Excellent communication, negotiation and interpersonal skills.,Ability too fast learn.,Accuracy and care for details.,Effective interpersonal skills.,Dedicated and highly motivated.,Positive Attitude.,Ability to work under pressure.,Good planning and organizational skills.,Possess the skills too prioritize needs for effective planning.,Very active and flexible.,Ability to adapt to new environments and work conditions.,Very interesting and innovative person."
32,785948,"Al-Ahliyya Amman University,",Networks and Information Security,"Arabic,English","Qualified in CCNA and CCNP Security,Troubleshooting,Linux,EVE-NG,Virtualization,Programming Languages,Splunk SIEM Solutions,Team Work,Public Speaking,Organized,Analytical thinker,Ever-learning and evolving"
33,809121,Al-Balqa Applied University/Amman College for financial,Unknown,"Arabic (Native),English (Very good)","Responsible, self-learning, hardworking, reliable and able to work hard under pressure,Confidence, team leadership, team work, social person,Ambitious and adaptable to any situation for the job interested,Attention to detail, good listener to advice and ideas,Excellent knowledge of computer systems: MS .Windows, MS Office (Excel, Word,)."
34,810268,Jordan University of Science and Technology,Computer Science,"Arabic,English","Cisco Certified Network Associate,Programming Languages :C++, Java, Android, PHP, XML, C#, Python, SQL,Object oriented programming and analytical problem solving in Agile environments,Microsoft office tools,Development Environments: Visual Studio, Netbeans, Android,Packet Tracer,Great aptitude for continuous learning and development,Adaptive mindset with workers and work environment,Ability to work in a dynamic, demanding environment to set deadlines,Advanced interpersonal, presentation, and leadership skills"
35,801025,"Al-Balqa Applied University Jordan.,Al-Balqa Applied University - Jordan.,Sweileh Secondary School Jordan.","Computer Science,Software Engineering",Unknown,Unknown
36,711739,The Hashemite University,Business Administration,"Arabic: Native Language,English: Good",Fast Learner Good Listener Time Management Skills Good Communication Skills
37,791768,Al-Balqa Applied University - Faculty of Engineering Technology,Computer & Network Engineering,"Arabic: Native language,English: Conversational command reading, writing and conversation,Deutsch: A2","Advanced Microsoft Office programs All data Repair Customer Service Skills Troubleshooting Statistical data analysis Product Management Network Administration Domain name system FTK Software development,Windows Servers LAN-WAN Firewalls,Excellent interpersonal, communication, listening and presentation skills.,The ability to work both as a team and independently.,High level analysis and Problem-solving skills.,Proper knowledge on business policies and regulations.,Strong management and leadership skills.,Hard worker,Teamwork,Leadership,Research,Excellent sense of planning and organization.,Advance diagnosis skills.,Outstanding work efficacy and time utilization.,Excellent problem solving and analytical skills,Excellent presentation and communication Skills.,Professional conduct and attitude.,An understanding of budgeting procedures, methods, evaluation criteria and resource planning."
38,767124,"Yarmouk University,","Economic finance and business,Finance and Business","Arabic:Native,English:excellent","communication skills,Ability to work under pressure,Team work& Team management,Using of computer & Internet,Negotiation"
39,765256,"University of Mumbai,,The College of Professional,Arab Community College",computer,"Arabic,English","Hardware & Software Handling most of computers related.,Microsoft Office Perfect in (Word, Excel, Power Point, Outlook, Visio & Project).,Microsoft Azure fundamental (Windows & Linux).,Agile project management (life cycle), Vision, Start in broad direction, Learn/Adapt to conditions, Home in on target incrementally, Collaborative working.,Citrix Management, Digital Workspace Solution (Citrix Systems, cloud computing and virtualization technology company that provides server, application and desktop virtualization, networking, software as a service, and cloud computing technologies).,CCTV Security System, Installation, Managing, Monitoring & Control.,Sophos Firewall (Sophos focused on providing security software, develops products for communication endpoint, encryption, network security, email security, mobile security and unified threat management).,Hardware Maintenance & Repair (Server, Desktop. Laptop, Printer, Time Machine, Copy Machine & Any Expensive Devices).,Network Infrastructure (Cabling, Nod Termination, Testing & Troubleshooting).,Microsoft Software Installation, Formatting & Upgrade (Client Windows, Window Server & Exchange),Endpoint Users Troubleshooting.,Cisco Router & Switches Configurations.,Symantec Endpoint Protection, Managing & Installation (Developed security software suite that consists of anti-malware, intrusion prevention and firewall features for server and desktop computers).,Alcon Hardware and Software Batching System (Installation, managing & Troubleshooting).,Continuous knowledge development and awareness for latest IT technology products and services (Hardware and Software).,Policies & Procedures: Adherence to applicable and related operational and departmental policies and procedures to ensure that predetermined standards are applied.,Awareness of IT Developments.,Hardware, Software and Network Support: * Install, configure and support CCTV, LANS, WANs and Internet systems. * Maintain network and workstation hardware and software. * En"
40,407549,ISRAA UNIVERSITY,COMMUNICATION AND ELECTRONICS ENGINEERING,"English: Excellent,Arabic: Mother tongue","AAA/Cisco Routers, Switches and Nexus,Cisco Identity Services Engine (ISE),Cisco AnyConnect Posture and NAM,RADIUS and TACACS,Dot1x, MAB and MACsec,pxGrid, BYOD, Guest,Profiler and MDM,Digital Subscriber Line Access Multiplexer (DSLAM),Asymmetric Digital Subscriber Line (ADSL)"
41,753209,Al Zaytoonah University of Jordan,Management Information Systems,"Arabic,English","Linux,Pen-Testing,MS Office,Python,Cyber security"
42,805746,Yarmouk Univrsity,Computer Information Systems,"Arabic,English","Linux basics,Python & C++,Web Dev (html, css,js,php,sql),Networking (ccna R&S course),Problem Solving,DataBase (sql,basic pl/sql),CTF player"
43,735440,"""Al-Ahliyya Amman University""",MANAGEMENT INFORMATION SYSTEMS,"Arabic,English","Very good communications skills,High level of ethical standards,Punctual in keeping appointments,Ability to work under pressure,Have strong desire to learn and develop myself,Word, PowerPoint, Excel,Understanding customers needs and behaviors online,,Gaining confidence by promoting ones self,,Increased productivity at work,,Effective communication,Extending business activities to other countries,Reach out to customers via mobile devices,Fundamentals of digital marketing"
44,808250,"University of Lahore,",Computer Science,Unknown,"IBM Certified Cyber Security Analyst,proficiency in all Microsoft Office tools,Programing Language: Python, C++, Java Script,Information Security Management: Penetration,Network Security: Malware Analysis, Incident,Response,Operating System: Windows, Linux Ubuntu,SIEM Tools: Wazuh, QRadar"
45,402218,Future University,Telecommunication,Unknown,"Troubleshoot and diagnostic network errors,Planning and undertaking scheduled maintenance upgrade,Solving password problems,Supervising technical support engineers,Managing stocks of equipment, consumables and other supplies,Reported findings of annual survey to senior management,Administration Organized and prioritized personal schedule. Implemented a new reporting procedure. Arranged meetings with senior management. Liaised with department heads regarding day-to-day issues. Re-organised and improved department filing system. Successfully worked to strict deadlines.,Communication Reported findings of annual survey to senior management Prepared publicity material for department Open Day Worked on department stand dealing with enquiries on Open Day Successfully mediated conflicts between staff and faculty,Managerial and Interpersonal Facilitated staff planning meetings, promoting individual high level of personal achievement Evaluated individual work performance and advised on career development Developed and introduced new client-centered team approach Part of a team to design new office procedures"
46,550445,Zarqa University - Faculty of Information Technology,Information Technology in Computer Information System (CIS),Native English,Microsoft Office - Outlook - Problem Solving - Team Work - Work under pressure
47,712058,Al Balqa Applied University,COMPUTER ENGINEERING,Unknown,"Antivirus Firewalls Email Security Troubleshooting Learning New Technologies,Ability to analyse the incidents relating to MITRE ATT&CK frameworks.,Hand on experience with threat intelligence related IOCs for use case building with aid of CTI platforms and report incidents after Threat Hunting.,Reviewing Vulnerability scanning data and recommending the required remediation/mitigation.,Managing Email security Cisco ESA & Forti Mail and perform Email analysis to apply the required policies.,Managing, monitoring & add Firewall rules on ASA, FortiGate & Palo alto.,Managing, monitoring & controlling activities of privileged users using ARCON PAM (Privileged Access Management),Managing Email security Cisco ESA & Forti Mail do Email analysis to apply the required policies & filters.,Managing Cisco WSA Proxy,Managing, developing, configuring and commissioning McAfee EPO Servers & Symantec SPEM,Reporting, checking AV reports & block unknown Hashes."
48,802818,"JORDAN UNIVERSITY OF SCIENCE AND TECHNOLOGY, IRBID, JORDAN",Network Engineering and Security,Unknown,"Incident Handling and response.,Design and configure security use cases.,Configure & manage FortiSEIM solution.,Configure & manage virtual environments.,Problem solving and Excellent Log Analytical.,Configure agents on servers to send security logs to FortiSIEM,Real-time monitoring of SIEM solution and reporting of security incidents,Create Custom Dashboards for professional monitoring and bundle reports.,Convert raw data to structured attributes and Handling Parsers Issues to provide complete view for customers weekly/monthly/daily reports,Ability to work in a team.,Able to learn new technologies quickly.,Excellent analytical and problem solving skills. Analyzing and monitoring network security solutions.,Capable of working independently with limited oversight. Ability to organize, multi-task and prioritize tasks the organization.,Broad knowledge of networking, attacks and vulnerabilities associated with large enterprise environments."
49,805989,UNIVERSITY OF JORDAN,MECHATRONICS ENGINEERING,"Arabic: major language,English: Extremely good","Excellent communication skills,Good Time Management and Highly Organized,Extremely leadership skills,O Penetration Testing - IT Security,Sales Engineer manager"
50,695050,"HASHEMITE UNIVERSITY (JORDAN),AL-MASHAEL HIGH SECONDARY SCHOOL (SAUDI ARABIA)",computer information systems,Unknown,"RSA netwitness SIEM solution,Arbor DDOS protection solution,Switching,Routing,Firewalls,Penetration testing,Packet tracer"
51,806484,"Al-Israa University, Jordan",Computer Networks,"English: Good,Arabic","Cybersecurity engineer with knowledge in computer networks and security, specialized in security operations center (SOC) analysis.,SIEM: FortiSIEM,Firewall: FortiGate,Network: Cisco switching and routing,Operating Systems: Windows, Linux and CentOS,Antivirus and proxy: Symantec"
52,754928,Al-Ahliyya Amman University,Networking and Information Security,"Arabic,English","Good understanding of general security and networking principles and technologies, such as Switching, Routing, and the OSI model, Firewalls platforms, VPN, Anti-Virus and Content Filtering, Intrusion Detection and Prevention, Two factor Authentication. Good knowledge of common networking and security protocols and applications such as TCP/IP, HTTP TLS, SSH, SMTP, FTP, DNS, IPSec, LANS, WANS, VLANs.,Installation, maintenance, and troubleshooting of variety of routing and switching protocols, network management tools and understanding of common services (web, mail, FTP, DNS, etc), network vulnerabilities and network attack patterns. Good understanding of TCP/IP protocol, OSPF, RIP, EIGRP, BGP, NAT, DHCP, DNS, DHCP Relay Agent, IPv4, IPV6, VPN, ACL, MPLS, LDAP, Kerberos, RADIUS, TACACS+, IGMP, ICMP, Subnetting, VLSM, AAA, Nessus, Nmap Firm, Hypervisor VMWare and Virtualbox Good Knowledge of technologies from Microsoft, including Windows Server 2012-2019, Active Directory and Group Policy, troubleshooting applications installed on both end-user PCs and servers. Understanding of enterprise detection technologies and processes (Advanced Threat Detection Tools, IDS/IPS, Network Packet Analysis, Endpoint Protection). Famility to Manage security events identified from enterprise SIEM tool, end user notifications, etc.to determine security risk and respond accordingly."
53,757611,Al-Balqaa Applied University,Cyber Security Major,"Arabic,English","Information Security,Security Analysis,Kibana,Linux/Unix Administration,Penetration Testing,Incident Response,Ethical Hacking,TryHackMe"
54,416532,Zarqa Private Univeristy,Software Engineering,"Arabic,English","Problem Solving,Quick Learner,Ability to work under pressure,Patient, polite & calm,Great in organizing and time management,Flexible Worker in any shifts,Multitasking and efficient,Positive attitude Quick reaction"
55,800687,"Jordan University of Science and Technology, Irbid",Softwear engineering,English,"Microsoft PowerPoint,Adobe XD,IT Project Management"
56,801308,Al-Balqaa Applied university,INFORMATION AND CYBERSECURITY,"Arabic: reading and writing: Excellent, speaking: Excellent,English reading and writing: Excellent, speaking: very good","Communications, Presentation, Leadership Skills, listening, Problem Solving, Cyber Security, Python, Linux."
57,796472,"Jordan University of Science and Technology,Al Balqa Applied University - Faculty of Engineering and Technology","M.Sc. electrical engineering,B.Sc. electrical engineering",English,"Microsoft Word/ Power Point/ Excel,Matlab,Labview"
58,803782,AL-Balqaa applied university/Faculty of Engineering Technology,Telecommunication Engineering,"Arabic,English","Hard Working,Effective Communication,MS Office,AutoCAD,Team Player,Self Motivated,Positive attitude.,Creative and open mind, very ambitious, ability to update and learn new technologies, valuate the teamwork, high sense of responsibility,Excellent Communication skills to interact individuals at all levels.,Outspoken, friendly."
59,702203,University of Jordan,Electrical Engineering,"English: Excellent - (speaking, Writing & Reading),Arabic Native,Espa?ola: Elementary","Design of Hybrid PV-Battery system for Residential Building,Monitoring, Managing and Configuring security tools,Reviewing incidents to assess their urgency and escalate incidents if necessary.,Working on Linux OS and learning network basics; OSI model, Switches, Router and VLANs,Penetration Test using; Metasploit, Nmap, Nessus, Burpsuite, Hydra, John the ripper and much more tools and learning,Firewalls concept such as; IP tables and Pfsense,Learning more about SOC and SIEM using Splunk and some Digital forensics using Autopsy.,Grammar, Writing, Speaking, Writing professional report and E-mails.,job interviews, writing CV, SWOT.,Working on photovoltaic systems design; ON grid, OFF grid and HYBRID grid.,CCNA knowledge; Switching, Routing, VLANS"
60,808097,- AL-BALQA APPLIED UNIVERSITY (BAU),CYBER SECURITY) SECURITY OF INFORMATION AND ELECTRONIC SPACE,"Arabic: Mother Language,English: Very Good","Good communication skills. Fast learning and desire to. Meticulous, hard working, inquisitive. Improving my skills and myself. Responsible, reliable and able to manage multiple tasks. Professional when dealing with colleagues.,Have strong knowledge in Penetration testing and Vulnerability assessment. Have strong Linux Fundamentals and Scripting. Have a good knowledge in OWASP Top 10 Vulnerabilities. Static application security testing (SAST) and Dynamic application security testing (DAST). Security+, CEH, OSCP. Have strong knowledge in SDLC. Very good in Shells and reverse shells. Strong knowledge in networks and networks security. Have a lateral movement with SSH. Strong knowledge in windows and Linux OS."
61,778220,جامعة مؤته,هندسة حاسوب,"الانجليزية,الإنجليزية","استطيع تحمل ضغط العمل والساعات طويله,وأستطيع تعلم اي شي جديد يخص العمل,العمل ضمن فريق وتعلم مهارات جديده - متوسط"
62,803503,Jordan university of science and technology,computer engineering,"Arabic,English","Very good communication skills,teamwork and individual work,work under pressure and due specific deadlines,programming languages: C#, c++,python,CCNA networking,Html/CSS"
63,545464,University Of Jordan,Business Information Technology,"Arabic,Englis","Business Intelligence, Problem solving,Web development,Created and testing APIs designing web pages"
64,716581,Balqa Applied University/ Faculty of Engineering Technology,Telecommunications Engineering,Very good English skills,"multitasking skills,Time management,Excellent in Excel,Very Organised,Flexible,Planning skills,Computer skills"
65,801028,"Amman Al Ahliyyah University -,Middle East University -",Accounting,"Arabic (Mother language),English (Excellent in speaking, writing and reading)","Excellent communication skills in written and verbal both.,Remarkable patience with reliability and responsibility.,Ability to make a strong, healthy relation among the employees.,Work effectively into groups and able to perform under pressure.,Ability to manage multiple tasks, and manage time well.,Creative with interpersonal skills, and organisational abilities.,Good customer services and dealing with different types.,Flexible in multitasking.,Willingness to take immediate responsibilities.,Able to learn and apply effectively.,Enthusiastic and self-motivated."
66,811610,Al-Zaytoonah University of Jordan,Computer Science,"Arabic, Native,English, Good","Dart,Java,SQL Database,Firebase"
67,805485,University of Jordan,Computer Information Systems,Unknown,"great communication and networking skills Successful working in a team environment, as well as independently The ability to work under pressure and multi-task Great knowledge in using MS Office products. Excellent at googling. Organization Fast Learner"
68,724599,TAFILA TECHNICAL UNIVERSITY,Electrical Engineering,"Arabic - Native,English - Professional","Python: Pandas, NumPy, Matplotlib, Seaborn | Intermediate,Power BI: Intermediate,Microsoft Office | Microsoft Excel: Advanced,Machine Learning and Data Science Algorithms: Linear Regression, Logistic Regression, Support Vector Machines, Tree-Based Methods,Team and Time Management | Complex Problem Solving | Communication and Collaboration | Information and Data Literacy | Projects Management | Data Analysis | Critical Thinking."
69,785854,AL-BALQA APPLIED UNIVERSITY,Information and Cyber Security,"Arabic ? Mother Language.,English - Very Good.","Programming Languages - Java, C++, Android, Python, PHP, C#, JavaScript, HTML, CSS, SQL, PL/SQL. Tools - Microsoft Office, Visual Studio, Jupyter, NetBeans, Cisco Packet Tracer, VirtualBox. Operation System - Windows, Linux. Others - Network Security, Network Monitoring, Tcp/Ip, Analytical skills, Time Management, Problem Solving, Teamwork."
70,500478,"University of Jordan,",Computer Science,"Arabic-Mother-Tongue,English Fluent level C1","Fundamentals of Visualization with Tableau. ITIL v4 foundation certified in IT service management. ETL and Data Pipelines with Shell, Airflow and Kafka. First line network support. Very good SQL knowledge. Strong problem solving and troubleshooting ability. Very good Microsoft office knowledge. Excellent technical writing skills. Strong communication skills and customer service."
71,539478,"Mutah University,Mutah University","Marketing GBA,Digital Marketing","Arabic (mother language),English (Another language) excellent","Advise Marketing teams,Social Media Marketing,Email Marketing,Search Engine Optimization (SEO),Mobile Marketing,Financial statement review,Investment planning,Market analysis,Relationship building and managment,Microsoft Office (Word, Excel and power point ),Software and Windows installation and Windows Operating System) 60 h,Communication skills through social media) 35 h,good command in MS office,Media ethics in social media course ) 30 h,ToT course ) 30h (Mutah University Traning center),The basics of conversation in English) 30h (Mutah University Traning center),Oracle Databases ) 30 h (injaz ),Project Management by computer) 20h,Data Entry) 20h,Social media) 30 h,Highly competent user of Microsoft Office: Word, Excel, Access and,PowerPoint,Effective user of social media Colin, Twitter, Facebook, Instagram and YouTube,Good working knowledge of Microsoft Windows environment"
