,CANDIDATE_REF_NUM,UNIVERSITY,EDUCATION,LANGUAGES,SKILLS
19,428576,"JORDANIAN UNIVERSITY,GULF ENGLISH SCHOOL (KUWAIT)",Mechanical Engineering,"Arabic (Mother tongue).,English (Excellent speaking and writing).","AutoCAD,Revit,Diesel-RK software,Time management and follow up skills.,Written and verbal communication, presentation and analytical skills.,Persistent, hardworking and a strong ability to learn.,Learn basic knowledge in AAA technology.,Learning extreme problem solving and troubleshooting skills.,Learning how to manage your time efficiently and stay on track with the rest of the team.,Professional email writing techniques."
20,681517,University of Jordan,Computer Science,"English,Arabic","Beginner: Java, Javascript, C++, Microsoft Office, Visual Studio, NotPod, NetBeans, Data Analysis, Flutter App Developer Certified,Interpersonal: Decision Making, Coordinating, Team Leadership, Critical Thinking, Financing, Bookkeeping, Verbal and Non-verbal Communication, Problem Solving, Active Listener, Diligent, and Hardworking"
21,738393,"Hashemite University, Zarqa - Jordan,Latin Patriarchate School, Fuheis - Jordan",Hotel Management,"Arabic, Mother Tongue,English, Very good,Spanish, Beginner.","Flexible,- Active,- Organized,Quick Learner,Love to work with people,Ability to work under pressure,Positive attitude and good communication skills,Very Good in Microsoft Office Applications,Opera,OnQ PMS,Marriott Automated Reservation System for Hotel Accommodations (MARSHA)"
22,739831,Jordan University of Science and Technology,Computer Science,"Arabic (mother tongue),English (good speaking, reading, and writing)","Front end developer,Cashier,Accountant,Social media Specialist,Supervisor,Excellent command of Microsoft Office and web applications.,Excellent organizational and communication skills.,Ability to prepare and write reports and memos in both Arabic and English,Very good time management skills and a team worker,Customer focused individual,Ability to work under pressure and in different circumstances,Holder of Jordanian driving license."
23,678544,The University of Jordan,Computer Engineering,"Arabic: Native, English: Professional working proficiency","Flexibility.,Attention to Details.,Complex problem solver apart of a team.,Ability to work independently.,Highly organized and efficient.,Willingness to learn.,Testing tools: Postman (API testing), Fiddler (API and Performance testing), Genymotion Android Emulator.,Bug tracking and tracing: JIRA.,Automation testing tools: Ghost Inspector, and Jmeter."
24,740499,"Balqa Applied University,",Accounting,"Arabic ... excellent,English ... Good","using the computer I can use the computer very skillfully,Word Excellent,Excel Good,PowerPoint - Good,learnability,Problem analysis,Communication"
25,739678,Jadara University,Computer Science,"Arabic,English","in Python language using Gubyter software.,C++,Python,SQL-SERVER /PL-SERVER,C# (OOP),Microsoft office (Word, Power Point, Excel),Dev C++,ORECAL SQL SERVER,VISUAL STIDIO"
26,705153,Princess Sumaya University for Technology,Bachelors of Accounting,"English: Excellent verbal and written communications skills.,Arabic: fluent verbal and written communications skills.,German: beginner verbal and written communications skills.","Competence in meeting commitments and an ability to establish priorities and to plan.,Coordinate and monitor own work by applying time management skills.,Very good communication skills and problem-solving techniques.,Multiple languages speaker/writer."
27,737934,Jordan University of Science and Technology,Network Engineering and Security,Unknown,"Security Technology Software LANS,C++/C Wireshark Packet tracer Android studio,Network systems installation Data backups Network security oversight Network repairs and maintenance Analysis. Effective communication Hardware knowledge System upgrades"
28,609073,"Al-Balqa Applied University,",software engineering,"Arabic: Native,English: Excellent in reading writing, and conversation","Project management,Creative design,Strong decision maker,Innovative,Complex problem solver,Service-focused"
29,698095,The University of Jordan.,Unknown,"Arabic,Excellent Native Speaker,English,Very good in writing, reading, and speaking","Analytical thinking, planning Project managing Cost Accounting Operations Research Quality and Process Improving Microsoft Office Softwares Knowledge in Six Sigma, Lean tools, Jit"
30,692139,"Luminus Technical University College,The World Islamic Science & Education University,Cisco Network Academy",Software Engineering,"HTML,CSS,Javascript,React,Python","Expert in dealing with computers in any form, software and hardware"
31,691609,Balqa Applied University,Accounting information system (accounting),"English,Arabic","Clarity, confidence, respect, empathy, listening, verbal communication, constructive feedback, collaboratior, patience, and Ms office, Office Equipment and entertainment."
32,434976,"AL-BALQA APPLIED UNIVERSITY,MIDEAST AVIATION ACADEMY ""MAA""",Communication Engineering,"ARABIC, The Mother Language,English, Fluent(Speaking, Reading, and Writing)","The ability to analyzecomplex technical information,Motivation to learn new skills and technologies.,Critical thinker and problem- solving skills.,Excellent problem solver.,Ability towork under pressure."
33,725430,Yarmouk University,Industrial Engineering,"Arabic: Native,English: Very good","MS Tools (Excel, Word, PowerPoint, Outlook).,MS Visio.,AutoCAD Software.,Simio Software.,Leading and Organizing.,Team player."
34,448468,Al-Balqa Applied University,Business Administration,"Arabic (Native),English (Good)","Problem Solving,Team Working,Work Under Pressure,Decision Making,Microsoft Office Word, Excel & Power Point"
35,740112,"Al-zaytoonah University,",B. SC. Accounting,"O Arab,O English","Microsoft Packages (Word, Excel, Power Point).,Very good in English.,Ability and willingness to work in challenging conditions.,Self-motivated with a positive and friendly attitude.,Energetic, goal oriented team player."
36,568003,"University of Jordan,Qatr Alnada High School",finance,"English: Fluent,Arabic: Native","Proficient in using MS office, Spreadsheet, database and maintaining records.,Strong attention to detail with ability to prioritize and accomplish tasks within deadline.,Exceptional numerical and organizational skills.,Strong written and verbal communication & interpersonal skills."
37,556551,"Isra university,Isra university,Alroom Orthodox School",Software Engineering,"Arabic: Native,English: Good","communication skills,International Computer Driving License (ICDL),php Html java Developer,A+,certificate equivalent English,Microsoft Access"
38,696882,Yarmouk University-Jordan.,BSc of banking and financial sciences,"English,Arabic","Fluent to work in a team prefers community spirit.,Able to work under pressure.,Ability to deal with others tactfully and professional.,Highly skilled with social media applications and websites.,Highly skilled with communication applications.,Highly skilled in internet & searches & social media Programs.,Highly skilled Ms-Office (Word-Power point -Access- Excel-outlook-Ms project).,Al-Shamel Program for Accounting."
39,740507,"Al albayt University, Jordan",Accounting,"Arabic: Native Language,English: Very good command writing, reading & speaking","Hands-on experience in SAP & Tally ERP systems,Microsoft Office softwares,Working in Computer Maintenance Centre"
40,692955,AL ALBIT university,Accounting,"English,Arabic",Unknown
41,443191,University of Jordan,Marketing,"Arabic,English -","Combine patience, determination, and persistence in solving problems,Able to grasp new ideas and integrate them into desired results,Able to coordinate several tasks simultaneously,Commended for reliability and trustworthiness,Excellent analytical, solving problems & presentation skills,Excellent in working as a team member,Strong communication skills"
42,684691,Al Ahliyya University,marketing,"Arabic:,English:,English","assists the sales department to achieve the target monthly and encourage my colleagues to achieve it.,-working under pressure with the same high quality Umniah demands,-covered a lot of Umniah big campaigns to satisfy customers needs.,-as a shop acting i trained employees with a great mark on their test,learned how to deal with cash.,promoting goods was one of the greatest ways to increase selling.,tracking my team working performance.,Great multitasker with superior under pressure work.,Excellent knowledge of the telecommunication industry,products ,services,Good knowledge of distribution process and procedures,Excellent command of analytical thinking and problem solving skills,Excellent command of data analysis skills,Excellent command of communication skills,Excellent command of computer skills (MS Office),Good knowledge of broadband technical troubleshooting"
43,657006,Unknown,Journalism,"Arabic,English","Good knowledge of the Journalism industry & having a knowledge with skills of reporting, Journalist editor / Photography/ Videography, Writing all journalism arts and News production & TV Program Reporting as well as design pages in the newspaper, also having the,Journalist editor / Photography/ Videography. Effective interpersonal skills. Accuracy and punctuality in the work. Communication skills. Positive attitude and energy. Able to work in a multi-cultural environment. Fast learner & willingness.,Excellent using for computer Microsoft Package (including Power point).,Use Adobe InDesign.,Excellent Typing both Arabic and English language."
44,421086,"Al Balqa Applied University,Amman Arab University","BSc business Administration,Master degree of Human Resources Management","Arabic: Native,English: very good in writing and speaking","customer focused professional with strong sense of urgency with regard to client satisfaction., superb interpersonal and communication skills, coupled with excellent relationship building capabilities and excellent negotiating abilities .,Dealing with customers and clients in a courteous, professional and diplomatic manner. Capable of influencing the opinions of customers. Winning over customers. Establishing and maintaining positive customer relationships. Able to adapt tone, language and style for different customers and situations. Able to handle complaints, aggressive customers and difficult situations. Able to handle unreasonable expectations."
45,692171,ALBALQAA UNIVERSTIY AMMAN COLLEGE FOR MANAGE AND FINANCIAL SIENCE,BANKING AND FINANCIAL SIENCE,Unknown,"Computer skills (word, powerpoint,excel. good personal communication. coping skills in multi place. work under stress. social interaction and solving. resereacher.,WORKING ON A COMPUTERIZED SYSTEM USE OF JOURNALS MATCHING BANK ACCOUNTS POSTING ON THE BOOKS ENTERING DATA INTO THE COMPUTER AUDITING OF ACCOUNTS"
46,697197,University AL Al_abyt,FINANCE AND BANKING,"Arabic Fluently,English Fluently","Sales,Decision making,Good Analysis,Team work,Having computer skills,Having accounting skills"
47,528646,Yarmouk University,Business Administration,Unknown,"?????,Business development,Effective marketing,Commitment,Ability to motivate staff and maintain good relations,Resistance to stress,Good manners,Deal with technology,Good organization and planning skills,Commercial awareness"
48,741045,"Al Balqaa Applied University,Al Balqaa Applied University",Accounting,English,"CAMS (Certified Anti-Money Laundering Specialist).,CCM (Certified Compliance Manager).,Credit officers training course,Financial Statement Analysis.,Research Methods.,International Audit Standards.,Good Skills in Excel, Office."
49,412328,Princess Nourah bint Abdulrahman University,Information Systems,"Arabic, English","Reporting & Documentation skills.,Work in a multicultural environment flexibly.,Ability to manage and complete multiple projects simultaneously and to meet deadlines.,Problem-solving skills.,Project management.,Data Analysis.,Power BI.,Managing and Designing Databases.,Java, HTML, PHP, SQL, JavaScript"
50,730384,Jerash National University,Banking and Financial Sciences,"Arabic: excellent,English: good","Excellent use of computers,Ability to arrange appointments,The speed of learning,Ability to work within a team,Work on self-development and deepening of information"
51,737799,Al al-Bayt University,Accounting,"English: Reading & Writing (excellent), and Conversation (excellent)","Monitor stock movement,Follow up on cash and bank deposits,Checking invoices,Reports preparation,tax accounting,Skills in dealing with Microsoft Excel and Word,Follow up on collections,Balance matches,Cost accounting,Financial Accounting,Skills in dealing with accounting software"
52,741605,The World Islamic Sciences University (WISE).,Computer Science,"Arabic,English","Microsoft Office,Team work,Accuracy in work,Customer Service,Communication skills,Hard working,Honest,Creativity,Work under pressure,Friendly,Site Work,Office Work,Leadership,Self-Work,Self-Motivation,Independent"
53,682008,Hashemite University,Business Administration,"ARABIC,ENGLISH","Customers service skills.,Training of Trainers (TOT),Ability to learn new tasks quickly.,Print on lap English and Arabic very fast.,. Very good communication skills.,Dynamic, ambitious, Creative and Flexible.,Working as a team member.,Effective & Efficient Effort.,Ability to do tasks successfully within given deadlines.,Time-Management skills.,Interactive and fast enough to learn.,Devotion and loyalty to work"
54,489171,Ajloun national university,Software engineering,"Arabic,English,Turkish","Installation of different software.,Installation and configuration of new devices such as printers, scanners, PCs and laptops.,Troubleshooting of hardware and software problems,Full knowledge in using different Microsoft Office applications.,Full knowledge in using different social media,Excellent technical writing in reports and research papers."
55,613063,University of Jordan,Computer Engineering,"Arabic,English","Programming: Python, Android, Java, and C++.,Organization skills Time management skills,Decision-making skills,Research,Quality standards"
56,689363,Al al-Bayt University,Banking and Finance,Unknown,Cash handling and mathematics. Customer service. Computer knowledge. Organization. Written and verbal communication. Processing transactions. Attention to detail.
57,673871,"Princess Sumaya University for Technology,",Business Information technology,"Arabic- Mother Tongue,English- fluent written and spoken","Communication & Administration Skills,Excellent command in Microsoft Office (Excel, Word, PowerPoint),Ability to meet deadlines,Capable of achieving targets,Excellent communication and presentation skills,Can easily adapt to work environment"
58,446208,Damascus University,Accounting Commercial,Unknown,"Effective team player and positive and creative solutions as well as technical abilities. Able to give and embrace constructive criticism while working in a team environment towards a common goal,Issue payment vouchers, and cash receipt.,Add all the daily transaction to the accounting system.,Check with the debit collector, to ensure receiving the payment and delivering the receipts.,Match all the debit accounts of (clients).,Match all the credit accounts of (Agents, Supplier).,Contact banks and monitor visa card and check activities."
59,497589,Yarmouk university,Finance and Management,"Arabic, English","Payment gateway merchant revenue controller,Financial & cost analysis,Reporting, presentation,Excel, word, power point,Accounting & Auditing,Oracle Financial,Problem solving,Dispute management, Fraud Prevention, Payments security PCI, Chargeback,- e-commerce, E-Channels, E- Payments (wallets),Ability to manipulate large data,Enhancing work process and organizing section duties and employees tasks.,Increasing Online sales by availing new payments methods and by enhancing customer experience and providing facilities through web services and processes.,Managing the relations with different payment service providers globally and locally.,Assessing multi-currency conversion revenue for websales.,Assisting other departments with decision making.,Monitoring outstations performance and financial issues.,Supervises the continuous improvement of Accounts and Financial Processes,Online Monitoring & Controlling of Sales Revenue,Following up Collections and Reconciling bank statements,Handling Business problems such as Charge Back, Refunds & Fraud cases.,Coordinate with E-business unit & I.T dept. to build best practices & working Procedures for developing the Departmental Policies.,Ensure all online (web and mobile) money payments and Receivables are accurate and collected correctly.,Prepare monthly Reconciliation statements for inflows and outflows.,Work with external vendors such as banks, suppliers, dealers to ensure that online business is as pear approved plans.,Auditing Outstations Expenditures & Follow-ups,Handling Oracle Financial GL, Payables & Receivables.,Monthly Accounts Closer.,Preparing Departmental Reports. Raising invoices and booking entries.,Monitoring flights operations, communicating with Aircrafts and Preparing Fleet operation schedules."
60,656774,"Amman University, Amman Airport Handling (Airport,Amman University, Amman MarketingMarketing (Marketing",Unknown,"Arabic,English","Self-development,Work under pressure,Self-education,Teamwork,Good communication,Tact in speaking,Excellent Presentation & Communication skills,Creative and goal oriented,Ability to Learn,Ability to work under pressure,Self-motivated, excellent team player.,Photoshop,Computer System,Microsoft Windows Platforms,Macromedia flash player,Maintenance,Microsoft office"
61,741490,University Of Jordan,Interior Design - Visual Arts,"English,Arabic","Organization,Marketing,Communication skills,Flexibility"
62,453960,Al-Balqa Applied University,Telecommunication Engineering,"Arabic: native.,English: Good in Reading, Writing and Conversation.","Ability to Handle the Change and Adapt with New Situation of Work.,[Team worker.,Planning and research skills.,[ Effective leadership and managements.,[Jordanian Driving License.,Proficient in Microsoft office.,[ Very good skills in AutoCAD."
63,714295,Al-Balqa Applied University,Management Information Systems,"Arabic (Mother Tongue),English (Very Good)","MS Office,Quick learner,Work under pressure,Time Management,Leader ship"
64,675244,"Isra University,",Software Engineering,Unknown,"Solving Problem Identify and analyze Critical Thinking Flexibility and Team Work Organization,Computer Skills MS OFFICE (Word, Excel, Power Point) C# Programming Html - CSS"
65,422279,university of Jordan,Unknown,"Arabic: mother tongue.,English: good command in speaking and reading and writing.","Great communication and interpersonal skills,Excellent organizational and multi-tasking skills,Great writing skills,Great time management skills,Skill of Communicator with people,Great team worker: Ability to collaborate with others,Knowledge Sharing: Very open to new ideas, shares own knowledge, applies knowledge in daily work and builds partnerships for learning and knowledge sharing.,Computer skills ability to use computers and related technology efficiently, with a range of skills covering levels from elementary use to programming and advanced problem solving,Using a Microsoft Office (word, excel, power point, outlook, and internet).,JavaScript/jQuery (Good).,HTML(Good).,CSS(Good).,SQL(excellent).,Java (Good). #,C++ (Good).,Digital marketing (excellent)"
66,706038,"University of Balqa Applied University, Jordan",Accounting Information System,Unknown,"Advanced skills in Microsoft Word, Excel,Excellent written and verbal communication skills,Strong attention to detail and analytical skills,Very Good at QuickBooks"
67,527147,MIDDLE EAST UNIVERSITY-JORDAN,Accounting,"Arabic (mother tongue),English: Good command (speaking, reading, writing)","Commitment to maintenance of accounting principles,Microsoft office (P.P,excel,word),QuickBooks system,ERP System,The ability to work under pressure and multi-task,The ability to follow instructions and deliver quality results,Strong communication skill,Self-motivation,Fast learner"
68,697702,Princess Sumaya University,"Bachelor Degree in accounting,Accounting","Arabic: Excellent in Reading, Writing & Conversation.,English:Good in Reading, Writing& Conversation.","Hard worker, creative & initiative person.,Speed of understanding & practice.,Decision making & Negotiation strategies.,Management skills,Dynamic and Time Management,Willing to learn & develop myself.,Able to perform both individual & team work with full integration.,Microsoft Office Package: including Office, Excel, Access, ...etc.).,Accounting Software - Highly skilled in the following software: QuickBooks, Bonanza, Presto soft and Microsoft Visual FoxPro (DSS).,Embroidery, reading & many art skills."
69,737646,"University of Jordan,Greek Catholic School",Industrial Engineering,"Arabic: Mother Tongue,English: Excellent in Reading, Writing, and speaking","Hard Worker.,Innovative thinker.,Self-motivation person.,Fast learner.,Strong Interpersonal communication skills,Effective time management skills.,MS Office Tools (advanced Excel level),SAP,Cplex,Power BI,Minitab,Solid Work,R and Python"
70,741858,Al-Zaytoonah university of Jordan,Accounting in English,"Arabic Native,English Very good","Problem solving,Excellent communication Skills,The ability to learn quickly,Team player,The ability to work under pressure,Very Good knowledge of computer skills"
71,531114,Hashemite University,Computer Information Systems,"English,SQL,java,Html+css,javaScript,C++","Communication skills,Problem-solving skills,Design skills,Building sites"
72,409041,"University of Jordan,University of Jordan,Modern System Schools","Energy Management,? Electrical engineering","Arabic,English",Photography Microsoft office EPLAN Classic control Revit AutoCAD MATLAB
73,697089,Hashemite University,Civil Engineering,"Arabic: (Native Tongue).,English: Fluent (Speaking & Writing).","Analysis & design of high-rise concrete structures & steel structures.,Analysis & design of concrete structures, steel structures, domes, reinforced wells, arch structures and frame systems.,Analysis & design of post-tensioning floor systems.,Analysis & design of concrete slabs, raft foundations and raft foundations with piles.,Analysis & design of Mechanically Stabilized Earth Walls in accordance to FH1 NHI-10-024 and AASHTO LRFD Specifications.,Analysis and design of soil nailing systems according to FHWA codes and BS code.,Analysis and design of soil nailing systems according to FHWA codes and BS code.,Analysis & design of reinforced concrete structures.,Analysis & design of all shapes of concrete & steel columns.,Scheduling of project plans.,Formatting of all types of documents using MS Word, making design sheets using EXCEL, preparing slideshows using Power Point and creating data bases using Access."
74,740113,Al Al_bayt University,Money and Business Economy,"English,Arabic",Communicatio n skills custemar service computer skills interpersonal skills leader ship skills problem solving time management active listening
75,741688,"Hashemite University, Jordan",Bachelor of hotel management,Arabic-English,"Annual budget preparation Analysis. Forecasting Strong Decision maker. Developer. Complex problem solver. Trainer. Fully control & audit Procedure. Team leadership.,Iscala back office. Opera, all functions. Micros (Pos). Bayan cloud (Payroll &HR). Computer, software& hardware. System configurator. WPS Commission Payment (OTA)"
76,740358,"Amman Arab University,Al Yarmouk University",Accounting,"Arabic, Fluent,English, Excellent","Identifying major gaps in profitability forecasts,,Expert at capitalizing on opportunities to improve profitability,,A persuasive, educated, and skilled negotiator with outstanding communication,"
77,735678,Al-Albeit University,Mathematics,"English: Very Good Command in Written And Spoken English.,Arabic: Native language.",Computer Tools and Packages ? Computer Skills. ? Microsoft Office Suite. ? MatLab. ? Communication and Leadership Skills Leadership Good presenter. Work under pressure and have the ability and will to learn.
78,554171,Al huson college university,computer science,"English: :good,Arabic: Mother tongue","Programming languages: php, c++,html, css, Bootstrap, JavaScript,Communication - written and oral Skills - Conceptual and analytical skills - Teamwork Problem Solving,Debugging Presentation skills advanced level in microsoft office"
79,740802,جامعة اليرموك 2009,صيانه وترميم اثار وادارتها,"اللغة العربية : ممتازه ( قراءة ، كتابة ، محادثة ),الانجليزية : ممتاز ( قراءة ، كتابة ) ? جيد ( محادثة","استخدام الحاسوب بمهارة,العمل مع الفريق,تحمل ساعات عمل اضافيه"
80,742557,Hashemite university,Accounting,"Arabic,English","Strong communication skills.,Teamwork, and work under pressure.,Be able to make quick decisions and possess good judgment.,Good Computer skills (Windows, Microsoft Office, Internet).,Good persuade skills.,Good people management skills, communication and listening skills.,Flexible and adaptable to change.,Self-motivated and detail oriented and have a passion for learning.,Reaching Companys targets by implementing self-planning.,Strategic thinking.,Unmatchable communication skills in written and verbal both.,Strong motivational and logical skills.,Ability to produce the best result in pressure situations.,Conveying the client requirements to teamwork with regards to current process.,Attaining daily, weekly, and monthly targets specified by the process.,Providing feedback (Daily Report) to the operational manager at the end of each day."
81,679326,The Hashemite University,Accounting,"English (Excellent),Arabic (Native Lang)","Communication and presentation skills.,Leadership and teamwork skills.,Willingness to learn.,Time management.,Computer skills (Internet Explorer, Microsoft office such as Word, Excel, PowerPoint).,Problem analysis, use of judgment and ability to solve problems efficiently."
82,701179,"BALQAA APPLIED UNIVERSITY-ALSALT,ASA AAT LUTUC-ABD ALAZIZ ALGHURAIR SCHOOL OF ADVANCED COMPUTING",IT - SOFTWARE ENGINEERING,"English,Reading excellent,Writin Excellent,Listining Excellent,Speakin V good","Web,Graphics,Office,HTML,??,Ps Ae,P,JS,Ai,P,JS,An,W,CSS,X,3,Canva,A"
83,703395,University of Jordan,Accounting,"English,Arabic","Microsoft Office (Excel, Word & Power Point),Ability to work under pressure,Ability to fit well socially into a group,Teamwork skills,Problem solving,Kickboxing"
84,707062,University of Petra,Accounting,"English,Arabic","Microsoft Office,Write official Book"
85,680288,"Princess Sumaya University,Anadolu University",Accounting,"Arabic: Mother language,English: Professional working proficiency.","Strong presentation and excellent communication skills.,Ability to meet deadlines and multitasking.,Microsoft office skills and QuickBooks.,Teamwork and brainstorming. Analytical and creative thinking.,Excellent in solving math equations.,Attentive to detail and ability to work under pressure as a team player."
86,741580,Al-Zaytoonah University of Jordan,Scientific,"Arabic: Professional,English: Good","Communication skills.,Skilled at working under pressure.,Work in groups.,Learning ability & self-development.,Learning new concepts quickly."
87,445410,THE HASHEMITE UNIVERSITY,ACCOUNTING,Bilingual speaker Arabic & English and a basic knowledge in French & Spanish,"Implemented corrective measures that decreased minor accounting discrepancies by 30%.,Introduced the concept of digital e-working, reducing the processing time by 80% with updated registered,Reconciled a complex financial account within 1weak, which had been stuck in QB for 1 year.,Office 365 cloud expert & Microsoft Office profession; Word, Excel, access & PowerPoint,ERP (Awael program) experienced,Menaltach & MenaPAY systems profession,QuickBooks bookkeeper"
88,640379,"Cardinal Stritch University - Wisconsin,Hashemite University - Jordan","Business Administration,Accounting",Unknown,"MS Excel (Advanced Functions, Formulas, Pivots, Macros),Analytical Thinking,Detail Oriented,Data Analysis,Financial Planning & Analysis,Interpersonal Skills,Complex Data Solving,Visual Thinking,Managed the organizations accounting functions from the budgeting, variance analysis, fixed assets, cash and bank, AP & AR, prepayments and accruals, payroll, to the general ledger accounts.,Handled several engagements related to the corporate governance framework through deploying interactive manuals, and illustrating each departments processes, procedures, and policies along with KPIs."
89,633522,Sudan University of Science and Technology,Information Systems,"Arabic (Native),English (Professional)","Data Analysis, Data Reconciliation, Data Visualization, Dimensional and Multi- Dimensional Modeling (OLAP), Data Warehousing and ETL, Oracle DB Concepts and Structures Rules (DB Normalization and Demoralization), Query optimization and execution plans.,Strong background in writing SQL scripts, including sub-queries, analytic functions and crosstab style for reporting.,PowerBI, Excel Power Pivot and Advance analysis, SQL Server Management Studio (SSMS), Oracle SQL, PLSQL, SQL Server Querying, Shell Scripting, and UNIX commands.,Java, HTML/CSS, (JS & Python basics).,Analytical thinking and Problem solving.,Communication and Research capabilities."
