,CANDIDATE_REF_NUM,UNIVERSITY,EDUCATION,LANGUAGES,SKILLS
36,721663,Jordan University,Business Administration and Marketing,"Arabic,English","Delivered and monitored the overall sales process and developed marketing research & analysis.,Improved marketing plans, promotional tools and visibility items.,Fulfilled delivering administrative and premises handover to the new management of Jordan Country Office end of 2015.,Managed the Yemen CO emergency evacuation April 2015 from Sanaa to Amman.,Entrusted to train and guide more than 17 admin staff engaged in the processing of travel requests, procurement procedures, fleet management and complying with corporate rules and regulations,,Reviewed office budget expenditures, analyzed available resources against requirements for managements assessment and approval.,Urgent support with Yemen 2016 internal audit outstanding recommendation reporting status to senior managementand donors, resulted in implementing 43 audit recommendation.,Co-Established the Risk Management and Compliance function in the region, undertaking an ad-hoc overview of the roles and responsibilities for the risk and compliance officers (focal points) in the region.,Co-drafted the Risk Management and Compliance unit vision and strategy.,Served as a first admin focal point to Syria plus 5 countries (Egypt, Iraq, Jordan, Lebanon, and Turkey) maintained the partnership with WFP stakeholders, other UN agencies, and local government offices.,Managed the resources in the area of admin responsibilities and estimated all requirements aiming at efficiency and cost-effectiveness.,Managed and motivated a multicultural team(s), provided training in admin areas (Travel, Fleet Management, and procurement) required to ensure capacity strengthening.,Carried out complex data analysis to provide management and clients with accurate information and reports for planning and decision-making.,Developed annual procurement plans, and contributed to longer-term strategies and improvements to policies, systems, and procedures to ensure services provided support the strategic objectives."
37,722419,"Al Balqa Applied University,,Islamic Educational College,",Mathematics,English language,"Mathematics,Problem Solving,Programming"
38,666661,Prince Hussein bin Abdullah II Academy of Civil Protection,Fire and Safety Engineering,"Arabic (Native),English (Excellent)","HSE personality,Problem-solving,Computer skills,Teamwork,Communication,Leadership"
39,735365,Hashemite University,Risk Management and Insurance,"Arabic: My native language,English Good","Eager to learn,Highly motivated,Capability of working under pressure,Tolerant, patient, open-minded,Adaptability and flexibility,Honesty, integrity and morality."
40,723012,Hashemite University,Financial Economics,Unknown,"Ms Office/Software: Microsoft Word, Excel, and Quickbooks.,Professional Attitude.,Loyalty.,Speed and Accuracy.,Technical Writing - skilled in report writing.,Team Player.,Problem Solving & Decision Making abilities.,Interpersonal & Leadership skills."
41,727734,"Mutah University,Australia institute of technology and education,Holmes institute",Computer Engineering,English,"Accounting Standards,Data analysis,Practical knowledge,Critical thinking,Problem-solving,Networks,MS operating system,MS Office,Leadership,Productivity,Team work,communication,Team Work"
42,724016,Hashemite University,accounting,"Arabic: Mother Tongue,English: very good, written and spoken","Accuracy & Efficiency Time Management Self-disciplined,Good knowledge with Microsoft Windows, Microsoft Office (Word, Excel & PowerPoint... etc.) Good knowledge with Quick Books"
43,715401,"Petra University,",Business administration,"Arabic: Native Language,English: intermediate","Computer skills: Microsoft office (EXCEL, WORD, QM, POWER POINT),Planning and research skills.,Customer service"
44,720717,"University of Jordan,",B.Sc. Chemical Engineering,"English,Arabic,Deutsch","Kaizen techniques,Six-Sigma Black Belt,Project Management,Product Management methodologies,Experience performing statistical analysis,Excellent communication and motivational skills,Experience developing measurement procedures,Capability to manage projects and processes effectively,Experience in Meteorology and Calibration/Certification,Experience in Oil & Gas Operations and Operations support,Strong capability of development/training of new employees,Strong Management Skills and presentation/negotiation skills,Comfortable speaking across multiple levels of the organization,Cross-team coordination, Problem-Solving, and analytical mindset,Proven business sense when dealing with clients and projects sourcing,Demonstrated strong analytical, Problem-Solving, and debugging skills,Demonstrated strong interpersonal communication and presentation skills,Track record of quality, CI, and adherence to quality management systems,Regular communication with senior management on status, risks, and impacts,Adequate technical and problem-solving skills for dealing with job responsibility,Excellent planning and organizing skills including identification of risks and hazards,Excellent interpersonal skills, able to work very well with colleagues, Board and Vendors,Work with business and technology partners to analyze and identify solutions to fix defects,Strong mathematical skills, including the ability to analyze/draw conclusions from complex data sets,Expert leader with a strong analytical problem-solving attitude and excellent communication skills,Experience in operations and the ability to solve technical problems with simple practical solutions,Proven delivery record to own/execute strategic, cross-functional projects across the business region,Demonstrate excellent Problem-Solving & communication skills while working alone or in large teams"
45,404126,Yarmouk University-Jordan,Marketing,Unknown,"I have strong knowledge with CRM System.,The ability to be creative and to show initiative.,Proactive, determined and able to work across all functions.,Very good commands at Microsoft Office and IT skills."
46,725149,AL-BALQA APPLIED UNIVERSITY JORDAN-SALT,BACHELORS BUSINESS ADMINISTRATION-,"ARABICE,ENGLISH","COMMUNICATION SKILLS,MICROSOFT OFFICE,ORGANIZATIONAL SKILLS,COMPUTER & INTERNET SKILLS,CONTRACT & AGREEMENT AUDITING,MICROSOFT PROJECT,MOTIVATED, AND READY FOR FIELDWORK,NEGOTIATION,TYPING SKILLS (IN BOTH LANGUAGES ENGLISH & ARABIC),PRESENTATION"
47,402261,"Balqa Applied University,Ammon Applied College University","Business Administration,Hotel Management","Arabic Native,English Fluent,Italian Beginner","Managerial Skills,Organizing Skills,Marketing Skills,Communication Skills,Decision-Making,Google Drive-Sheets,Teamwork & Leadership,MS office"
48,729740,Alpalqa Applied University,"Mechanical ""Hydrulic and Thermal Machines",Unknown,"Perfectly using computer and program like Ms office, excel, software and hardware and SAP (MM, SD), SunOS. Familiar with HTML and SQL database queries."
49,684445,University of Jordan -,Finance,"Arabic,English","Customer service,Microsoft Office,Flexible & Adaptable,Hard Worker,Software,Banks,Smart Vista,Completed highly accurate, high-volume money counts via both manual and machine-driven approaches."
50,448028,MISR University FOR SCIENCE AND TECHNOLOGY,CONSTRUCTION ENGINEERING,"English (Fluent), Arabic (mother tongue)","Analytical skills.,Management and leadership Skills Result oriented; possesses strong interpersonal, communication and analytical skills. Work under pressure in order to meet deadlines Adapt easily to new concepts and responsibilities,Microsoft Office including Word, Excel, and PowerPoint;,AUTOCAD"
51,729447,Tafila Technical University,Electrical Power Engineering,"English (Wr, R, S &","Trouble shooting,Managerial,Planning,MS Office,Technical,Design,Quality controller,Trained in (JEPCO) university training for four months in electrical distribution system.,CERTIFICATION AND COURSES,Course of (Design and installation of solar power PV systems) from JEA for (30) hours.,PERSONAL,COMMUNICATION,ORGANIZATION,TEAM PLAYER,CREATIVITY,SOCIAL,Leadership"
52,485804,"Hashemite University,Al-Jazera School",Risk management and insurance,Arabic: Mother Tongue,"Sensible and practical.,Approachable and Friendly.,Focused and attentive.,Highly organized.,Confident and flexible.,Excellent Computer skills including Microsoft application and Internet with many operating system like: - Windows XP, Windows Vista"
53,719350,UNIVERSITY OF JORDAN,MECHATRONICS AND AUTOMATION ENGINEERING,Advanced English communication skills,"Strong interpersonal Ability to work collaboratively as part of team committed and eager behavior,MS office suite,Rich computer skills,Poised under pressure"
54,724621,"The Hashemite University,",International Business Administration,"English,Arabic,Fluent English skills spoken and written","Problem solving,Excellent IT skills, and familiar with Microsoft packages,Enjoy a competitive environment,Able to work individually or in a team,Excellent sales management skills,Ability to follow up with Clients in a timely professional manner,Strong presentation and negotiation skills,Prepare stress testing scenarios,Leadership on Risk Assessment workshops,Data analysis and extraction of key fraud ? KFI, and key risk indicators - KRI"
55,709104,"International Africa University,,Sudan University of Science and Technology,","Information system administrated,business administrate","Arabic, English","Good communication skills.,Familiarity with Ms, windows, office and browsing internet.,In teamwork and under pressure.,Ability to work with different cultural backgrounds."
56,722519,BAU,Business Administration,Unknown,"Sales,Problem solving,Dealing with Microsoft Excel, Word, PowerPoint, Access and spss,Team building"
57,729470,The Hashemite University,business administration and management,"Arabic,English",Organization planning and punctuality/Experienced teamplayer / Able to adapt to different environment / Providing outstanding customer service at all time / a good eye for detail and maintaining the highest standards at all times
58,604247,The Hashemite University,Risk Management and Insurance,Unknown,"Proficiency in all areas of Microsoft Office,Excellent communication skills, both written and verbal.,Financial Analysis.,Risk Management.,Financial reporting.,Funding procurement.,Cash Flow analysis.,Budget analysis.,Data entry.,Research abilities."
59,415087,"Mutah University/Royal,Mutah University/Al","Public Administration & Military Science,English Language and Military Science",Arabic Mother Tongue. English Fluent.,"Computer Skills (MS Word, Excel, Access, Power Point Internet, Outlook, Social media).,Fluency in English and in Arabic.,Quick and effective communication, analytical, problem solving, decision-making skills.,Workload and time management.,Capacity to establish healthy work environment within a team and in remote management.,Valid Driving License with no accidents."
60,566521,Al-Balqa Applied University,Engineering,"Arabic,English,Turkish","Project Management,Computer Skills,communication,Decision Making,Engineering,Management,Technical Writing"
61,725024,"Istanbul Okan University -,The Hashemite University,Al-Bayt University","business administration major- finance,investment and financing,Business Administration","English,English,Arabic,Arabic:,English:","-Assessing the financial position of targeted companies.,- Study and evaluate"" risk exception applications"" only: from excess in DBR, default risk, due payments, legal claims, overtaking, and another credit risk.,-Very Strong computer skills( Windows, Microsoft Office, and internet explorer,-Team works.,-Ability to organize, manage time, and working under pressure.,-Effective interpersonal and communication skills,-Willing to take initiative and responsibility, and work independently.,-Enjoy applying quantitative techniques to challenging, real-world problems."
62,736083,muta University,Public Administration BPA,"Arabic,English","communication skills,Hared Worker,Project Management,Team Leadership,Time management,Distinguished public relations,Effectively solve problems,Expert in human resources management,Program coordinator expert"
63,724658,"AL-Ahliyya Amman University -,University of Banking and Financial Sciences -",Accounting,Unknown,"Direct sales in person and over the phone,Building, leading, managing and coaching a team,Resolve problems independently and bring in others as needed,Applies strong critical thinking and problem-solving skills,Enthusiastic, highly motivated with a strong work ethic and intense focus on results,Collaborates effectively to get things done, building and nurturing strong relationships,Displays passion, commitment and drive to deliver an experience that improves clients financial lives,Confident in identifying solutions for new and existing clients based on their needs,Able to perform well in a fast-paced work environment,Responsible team leader with great communication to maintain customer satisfactory,Implementation of workplace responsibility,Ergonomics and how to conduct different methods in workplace for safer work-form operations"
64,684180,Mutah University,"electrical engineering Power,Electrical Engineering / Division: Power and Control Engineering","Arabic (Mother Language),English (Excellent)","Safety Management,Accidents Investigation,Root cause analysis,Safety trainer,Safety Strategic Planning,Microsoft Office,Multitasking,Teamwork"
65,681256,"University of Jordan - Jordan, Amman","Public Administration,Administration: Business School",Unknown,"Communication and Connection skills,Risk management,Photography Managing social media pages,Attracting Jobs,Online Marketing,Coffee Maker,Leading businesses"
66,722799,University of Jordan,Electrical Engineering,"English - Excellent,Arabic - Native","Innovation catalyst mindset, Business development astute with broad Laws and Regulations perception, with over 10-year track record of cross-functional support of business management, development & regulations development portfolio deployment to evolve and maximize profitability & governance, has achieved transformational growth in transacting enterprises, and utilizing benchmark of relevant practices.,Success in developing, executing, and maintaining sophisticated commerce brand strategies by leveraging Product Experience Management (PXM), successful delivery of business value for near and mid-term growth. Demonstrated strong business acumen and problem solving skills; ability to identify, priorities, and articulate highest impact initiative.,Analyze the feasibility of new projects, business acquisition and growth management. Optimization of Governance, Compliance and Risk Management (GRC) Build an innovation culture within companys culture to meet demand growth.,Conducts data standardization processes; proactively identifies and proposes alternatives to improve the stability, performance, and accuracy of the data. Implement Enterprise Governance, Compliance and Risk Management (GRC),Defining Technical versus Regulatory system aspects.,Mapping Market players and recurring assessment methodology.,Compile and maintain regulatory documentation databases or systems.,Coordinate efforts associated with the preparation of regulatory documents or submissions.,Interpret regulatory rules or rule changes and ensure that they are communicated through corporate policies and procedures,Business Process Modelling and Governance Excellence.,Data analysis and data programming languages, Creative and analytical thinking, Data visualization, Data Warehousing, Data Mining and cleaning, Machine Learning and Al."
67,729993,"Open University UK,Open University UK",business administration,Formal and local Arabic & English,"WinWord, PowerPoint, Excel skills, internet Applications"
68,722762,Unknown,Unknown,"English,Malayalam,Tamil,Kannada,Hindi","Ability to work independently and in Team Environment.,Smart working and dedication towards work.,Highly organized and dedicated with an optimistic attitude.,Have excellent written, oral, and interpersonal communication skills.,Thrive to work in a challenge environment.,Ability to learn new methods quickly."
69,410348,ALHussien Bin Talal University,International Relations and Strategic Studies,"Arabic,English","Computer Skills (Word, Power Point, Excel), working in a team, problem solving and conflict, problem analysis."
70,729385,Al-Zaytoonah University of Jordan,in Accounting,"Arabic, Native,English, very Good","Aware of different accounting concepts.,In-depth knowledge of basic and advance accounting.,Excellent computer and keyboarding skills.,Microsoft Office.,QuickBooks system.,Knowledge of International Financial Reporting Standards (IFRS).,Numeracy skills."
71,421086,"Al Balqa Applied University,Amman Arab University","BSc business Administration,Master degree of Human Resources Management","Arabic: Native,English: very good in writing and speaking","customer focused professional with strong sense of urgency with regard to client satisfaction., superb interpersonal and communication skills, coupled with excellent relationship building capabilities and excellent negotiating abilities .,Dealing with customers and clients in a courteous, professional and diplomatic manner. Capable of influencing the opinions of customers. Winning over customers. Establishing and maintaining positive customer relationships. Able to adapt tone, language and style for different customers and situations. Able to handle complaints, aggressive customers and difficult situations. Able to handle unreasonable expectations."
72,721623,"the University of Nottingham,The University of Jordan","Finance,Risk Management","Arabic,English","Provide subject matter expertise on ERM in line with international standards (ISO:31000),Work independently and in a team environment, while building positive working relationships,Project manage and deliver complex assignments, effectively and efficiently,Demonstrate flexibility based on needs analysis and desired outcomes,Display strong analytical, interpersonal and communication skills,Evaluate business processes and gain technical knowledge across various industries,Deliver risk management consulting projects for the assigned divisions,Develop and optimize business processes and asses with business opportunities"
73,678310,Hashemite,Banking & Finance,"Arabic - Native,English - Excellent,French ? Fair,- DELF (A1, A2) score: 68% and 70%.","High communication skills Attention to detail Proficient in MS-office applications,Strong analytical skills Problem solving Time and priority Management"
74,722504,Unknown,B.A. Risk Management & Insurance,"English, Arabic","QUANTITATIVE ANALYSIS & DATA ANALYSIS 80%,PROCUREMENT & CONTRACT MANAGEMENT 90%,PRESENTATION & PUBLIC SPEAKING 85%,MS OFFICE SUIT 95%,CORPORATE INSURANCE MANAGEMENT 85%"
75,723818,Hashemite University,Biomedical Engineering,"Arabic Advance,English Advance","Failure Mode and Effects Analysis (FMEA),Underwriters Laboratory (UL) ? Audit.,Production Part Approval Process (PPAP),Process control plans,Manufacturing process Improvements,Lean Six Sigma: 5S,Introduction to GMP & GLP,Root Cause Failure Analysis (RCDA),Risk register assessment (RRA),MATLAB software and analysis. Microsoft office: Word, Power point, Excel ??,The ability to communicate information accurately, clearly, and as intended.,Adapting the communication style to the audience,"" "" Fast communication; effective respond - Accept critical feedback and provide constructive input to others"
76,602460,"UNIVERSITY OF JORDAN,",Accounting,"Arabic: Mother language,English: fluently (Spoken and written)","Good user of Microsoft Office (Excel, Word, PowerPoint and Outlook),Case ware software (Audit program),Accounting, Mathematics, Analytics, Auditing, Budgeting, Reporting, Filing, Numeric, Performance Measuring, Planning, Problem Solving.,Fast learner, self-motivation, leadership and ability to work under pressure. Communication skills, including oral communication, report writing, and presentation skills. Knowledge in auditing, internal audit standards, fraud awareness, and professional ethical standards Excellent communication skills Ability to work within a team and cope well under pressure"
77,702147,MIDDLE EAST UNIVERSITY,COMPUTER INFORMATION SYSTEM,"arabic,English","good in python,O good in web development,O sales tracking,O sales experience,O project management,computer skills,teamwork,O communication,O problem solving,O Good deal with Arduino"
78,723313,"AlBalqa Applied University -,Mutah University","Business Administration,English language and Literature","Arabic,English","Participates in building a culture characterized by inclusion, trust and commitment.,Demonstrates effective use of listening skills and displays openness to other peoples ideas and thoughts.,Works cooperatively and effectively with others to achieve common goals.,Adjusts planned work by gathering relevant information and applying critical thinking to address multiple demands and competing priorities in a changing environment.,Demonstrates computer skills in specialized software including Microsoft Office.,Displays appropriate and ethical behavior, integrity and personal presentation in the workplace.,Ability to manage change, resolve team conflicts.,Ability to analyze, evaluate, and present information and to organize and draft clear and concise factual and analytical reports."
